property,value,state,condition,subject
sink_amplitude,0.10162857103193162,NREM,first2h-recovery-match,Alessandro
sink_integral,4.135444448666702,NREM,first2h-recovery-match,Alessandro
count,4212.0,NREM,first2h-recovery-match,Alessandro
rate,0.5869573425112903,NREM,first2h-recovery-match,Alessandro
duration,0.06256429217403017,wake,first2h-recovery-match,Alessandro
sink_amplitude,0.10563382740255903,wake,first2h-recovery-match,Alessandro
sink_integral,4.127390656036589,wake,first2h-recovery-match,Alessandro
count,1963.0,wake,first2h-recovery-match,Alessandro
rate,0.2791528426426301,wake,first2h-recovery-match,Alessandro
duration,0.06422971066192291,all-SPW-states,first2h-recovery-match,Alessandro
sink_amplitude,0.10213127887892294,all-SPW-states,first2h-recovery-match,Alessandro
sink_integral,4.098450002270867,all-SPW-states,first2h-recovery-match,Alessandro
count,3385.0,all-SPW-states,first2h-recovery-match,Alessandro
rate,0.47369290376983947,all-SPW-states,first2h-recovery-match,Alessandro
duration,,NREM,deprivation,Alessandro
sink_amplitude,,NREM,deprivation,Alessandro
sink_integral,,NREM,deprivation,Alessandro
count,0.0,NREM,deprivation,Alessandro
rate,,NREM,deprivation,Alessandro
duration,0.053633042806903106,wake,deprivation,Alessandro
sink_amplitude,0.11108875325826864,wake,deprivation,Alessandro
sink_integral,3.886848742622461,wake,deprivation,Alessandro
count,7845.0,wake,deprivation,Alessandro
rate,0.38360311413589265,wake,deprivation,Alessandro
duration,0.053633042806903106,all-SPW-states,deprivation,Alessandro
sink_amplitude,0.11108875325826864,all-SPW-states,deprivation,Alessandro
sink_integral,3.886848742622461,all-SPW-states,deprivation,Alessandro
count,7845.0,all-SPW-states,deprivation,Alessandro
rate,0.38360311413589265,all-SPW-states,deprivation,Alessandro
duration,,NREM,early-deprivation,Alessandro
sink_amplitude,,NREM,early-deprivation,Alessandro
sink_integral,,NREM,early-deprivation,Alessandro
count,0.0,NREM,early-deprivation,Alessandro
rate,,NREM,early-deprivation,Alessandro
duration,0.056234090620860704,wake,early-deprivation,Alessandro
sink_amplitude,0.11372483857385574,wake,early-deprivation,Alessandro
sink_integral,4.214649738696176,wake,early-deprivation,Alessandro
count,744.0,wake,early-deprivation,Alessandro
rate,0.20666668713585387,wake,early-deprivation,Alessandro
duration,0.056234090620860704,all-SPW-states,early-deprivation,Alessandro
sink_amplitude,0.11372483857385574,all-SPW-states,early-deprivation,Alessandro
sink_integral,4.214649738696176,all-SPW-states,early-deprivation,Alessandro
count,744.0,all-SPW-states,early-deprivation,Alessandro
rate,0.20666668713585387,all-SPW-states,early-deprivation,Alessandro
duration,,NREM,late-deprivation,Alessandro
sink_amplitude,,NREM,late-deprivation,Alessandro
sink_integral,,NREM,late-deprivation,Alessandro
count,0.0,NREM,late-deprivation,Alessandro
rate,,NREM,late-deprivation,Alessandro
duration,0.05113486300390692,wake,late-deprivation,Alessandro
sink_amplitude,0.11342673077062534,wake,late-deprivation,Alessandro
sink_integral,3.828556693502827,wake,late-deprivation,Alessandro
count,1906.0,wake,late-deprivation,Alessandro
rate,0.529517981803101,wake,late-deprivation,Alessandro
duration,0.05113486300390692,all-SPW-states,late-deprivation,Alessandro
sink_amplitude,0.11342673077062534,all-SPW-states,late-deprivation,Alessandro
sink_integral,3.828556693502827,all-SPW-states,late-deprivation,Alessandro
count,1906.0,all-SPW-states,late-deprivation,Alessandro
rate,0.529517981803101,all-SPW-states,late-deprivation,Alessandro
duration,0.06457006881320364,NREM,recovery,Eugene
sink_amplitude,0.027991609339540573,NREM,recovery,Eugene
sink_integral,1.1687711403679077,NREM,recovery,Eugene
count,10789.0,NREM,recovery,Eugene
rate,0.7729645125952022,NREM,recovery,Eugene
duration,0.07298279651587371,wake,recovery,Eugene
sink_amplitude,0.030535591953989284,wake,recovery,Eugene
sink_integral,1.4658435121350528,wake,recovery,Eugene
count,647.0,wake,recovery,Eugene
rate,0.346706827602964,wake,recovery,Eugene
duration,0.06504602498875692,all-SPW-states,recovery,Eugene
sink_amplitude,0.028135537002320313,all-SPW-states,recovery,Eugene
sink_integral,1.1855782254092981,all-SPW-states,recovery,Eugene
count,11436.0,all-SPW-states,recovery,Eugene
rate,0.7226960456967727,all-SPW-states,recovery,Eugene
duration,0.06383153237348577,NREM,early-recovery,Eugene
sink_amplitude,0.030086227187021263,NREM,early-recovery,Eugene
sink_integral,1.2564598007576027,NREM,early-recovery,Eugene
count,2914.0,NREM,early-recovery,Eugene
rate,0.8292591316807222,NREM,early-recovery,Eugene
duration,0.07298279651587371,wake,early-recovery,Eugene
sink_amplitude,0.030535591953989284,wake,early-recovery,Eugene
sink_integral,1.4658435121350528,wake,early-recovery,Eugene
count,647.0,wake,early-recovery,Eugene
rate,0.346706827602964,wake,early-recovery,Eugene
duration,0.06417163815951515,all-SPW-states,early-recovery,Eugene
sink_amplitude,0.030175388012056888,all-SPW-states,early-recovery,Eugene
sink_integral,1.2701070084240902,all-SPW-states,early-recovery,Eugene
count,2952.0,all-SPW-states,early-recovery,Eugene
rate,0.8209166947630813,all-SPW-states,early-recovery,Eugene
duration,0.06312215006846622,NREM,late-recovery,Eugene
sink_amplitude,0.027458225268936563,NREM,late-recovery,Eugene
sink_integral,1.116111563795461,NREM,late-recovery,Eugene
count,2168.0,NREM,late-recovery,Eugene
rate,0.6502718964812619,NREM,late-recovery,Eugene
duration,0.07298279651587371,wake,late-recovery,Eugene
sink_amplitude,0.030535591953989284,wake,late-recovery,Eugene
sink_integral,1.4658435121350528,wake,late-recovery,Eugene
count,647.0,wake,late-recovery,Eugene
rate,0.346706827602964,wake,late-recovery,Eugene
duration,0.06452558482078821,all-SPW-states,late-recovery,Eugene
sink_amplitude,0.02773333408630321,all-SPW-states,late-recovery,Eugene
sink_integral,1.1478417507934322,all-SPW-states,late-recovery,Eugene
count,2096.0,all-SPW-states,late-recovery,Eugene
rate,0.587093471400405,all-SPW-states,late-recovery,Eugene
duration,0.06422096828030505,NREM,first2h-recovery,Eugene
sink_amplitude,0.0287816467354284,NREM,first2h-recovery,Eugene
sink_integral,1.2003336384547854,NREM,first2h-recovery,Eugene
count,5864.0,NREM,first2h-recovery,Eugene
rate,0.8222132190044338,NREM,first2h-recovery,Eugene
duration,0.07298279651587371,wake,first2h-recovery,Eugene
sink_amplitude,0.030535591953989284,wake,first2h-recovery,Eugene
sink_integral,1.4658435121350528,wake,first2h-recovery,Eugene
count,647.0,wake,first2h-recovery,Eugene
rate,0.346706827602964,wake,first2h-recovery,Eugene
duration,0.06449750575022699,all-SPW-states,first2h-recovery,Eugene
sink_amplitude,0.028998570981059835,all-SPW-states,first2h-recovery,Eugene
sink_integral,1.2165209650402395,all-SPW-states,first2h-recovery,Eugene
count,5700.0,all-SPW-states,first2h-recovery,Eugene
rate,0.7940963842514577,all-SPW-states,first2h-recovery,Eugene
duration,0.061697076535546944,NREM,baseline-light-period,Eugene
sink_amplitude,0.025240206464513616,NREM,baseline-light-period,Eugene
sink_integral,1.005373485732085,NREM,baseline-light-period,Eugene
count,7992.0,NREM,baseline-light-period,Eugene
rate,0.48167936952879803,NREM,baseline-light-period,Eugene
duration,0.06335810306791735,wake,baseline-light-period,Eugene
sink_amplitude,0.025608207462236948,wake,baseline-light-period,Eugene
sink_integral,1.0520181333911027,wake,baseline-light-period,Eugene
count,2881.0,wake,baseline-light-period,Eugene
rate,0.19653870935199316,wake,baseline-light-period,Eugene
duration,0.06213719586229746,all-SPW-states,baseline-light-period,Eugene
sink_amplitude,0.025337715052248456,all-SPW-states,baseline-light-period,Eugene
sink_integral,1.0177328373282999,all-SPW-states,baseline-light-period,Eugene
count,10873.0,all-SPW-states,baseline-light-period,Eugene
rate,0.347928875527786,all-SPW-states,baseline-light-period,Eugene
duration,0.05595317014994612,NREM,first2h-recovery-match,Eugene
sink_amplitude,0.025406744985136356,NREM,first2h-recovery-match,Eugene
sink_integral,0.9197776071352657,NREM,first2h-recovery-match,Eugene
count,797.0,NREM,first2h-recovery-match,Eugene
rate,0.1316924379398123,NREM,first2h-recovery-match,Eugene
duration,0.059322448924062715,wake,first2h-recovery-match,Eugene
sink_amplitude,0.0250859892068966,wake,first2h-recovery-match,Eugene
sink_integral,0.946000889663355,wake,first2h-recovery-match,Eugene
count,796.0,wake,first2h-recovery-match,Eugene
rate,0.12026458225806488,wake,first2h-recovery-match,Eugene
duration,0.057988969983166355,all-SPW-states,first2h-recovery-match,Eugene
sink_amplitude,0.025138797897711368,all-SPW-states,first2h-recovery-match,Eugene
sink_integral,0.9365634300726109,all-SPW-states,first2h-recovery-match,Eugene
count,368.0,all-SPW-states,first2h-recovery-match,Eugene
rate,0.05112943293770649,all-SPW-states,first2h-recovery-match,Eugene
duration,,NREM,deprivation,Eugene
sink_amplitude,,NREM,deprivation,Eugene
sink_integral,,NREM,deprivation,Eugene
count,0.0,NREM,deprivation,Eugene
rate,,NREM,deprivation,Eugene
duration,0.05688138320981548,wake,deprivation,Eugene
sink_amplitude,0.029487701518860272,wake,deprivation,Eugene
sink_integral,1.0927231100705317,wake,deprivation,Eugene
count,11528.0,wake,deprivation,Eugene
rate,0.6317170520195262,wake,deprivation,Eugene
duration,0.05688138320981548,all-SPW-states,deprivation,Eugene
sink_amplitude,0.029487701518860272,all-SPW-states,deprivation,Eugene
sink_integral,1.0927231100705317,all-SPW-states,deprivation,Eugene
count,11528.0,all-SPW-states,deprivation,Eugene
rate,0.6317170520195262,all-SPW-states,deprivation,Eugene
duration,,NREM,early-deprivation,Eugene
sink_amplitude,,NREM,early-deprivation,Eugene
sink_integral,,NREM,early-deprivation,Eugene
count,0.0,NREM,early-deprivation,Eugene
rate,,NREM,early-deprivation,Eugene
duration,0.055173779922098515,wake,early-deprivation,Eugene
sink_amplitude,0.024809975523150275,wake,early-deprivation,Eugene
sink_integral,0.8907581156420961,wake,early-deprivation,Eugene
count,890.0,wake,early-deprivation,Eugene
rate,0.25351047302133634,wake,early-deprivation,Eugene
duration,0.055173779922098515,all-SPW-states,early-deprivation,Eugene
sink_amplitude,0.024809975523150275,all-SPW-states,early-deprivation,Eugene
sink_integral,0.8907581156420961,all-SPW-states,early-deprivation,Eugene
count,890.0,all-SPW-states,early-deprivation,Eugene
rate,0.25351047302133634,all-SPW-states,early-deprivation,Eugene
duration,,NREM,late-deprivation,Eugene
sink_amplitude,,NREM,late-deprivation,Eugene
sink_integral,,NREM,late-deprivation,Eugene
count,0.0,NREM,late-deprivation,Eugene
rate,,NREM,late-deprivation,Eugene
duration,0.05941404519677523,wake,late-deprivation,Eugene
sink_amplitude,0.03252268173324828,wake,late-deprivation,Eugene
sink_integral,1.2522646792265886,wake,late-deprivation,Eugene
count,2252.0,wake,late-deprivation,Eugene
rate,0.6523989998007711,wake,late-deprivation,Eugene
duration,0.05941404519677523,all-SPW-states,late-deprivation,Eugene
sink_amplitude,0.03252268173324828,all-SPW-states,late-deprivation,Eugene
sink_integral,1.2522646792265886,all-SPW-states,late-deprivation,Eugene
count,2252.0,all-SPW-states,late-deprivation,Eugene
rate,0.6523989998007711,all-SPW-states,late-deprivation,Eugene
duration,0.05918771948958105,NREM,recovery,Allan
sink_amplitude,0.03701966732704393,NREM,recovery,Allan
sink_integral,1.4592925767513965,NREM,recovery,Allan
count,9595.0,NREM,recovery,Allan
rate,0.8125895103630073,NREM,recovery,Allan
duration,0.06373290481613776,wake,recovery,Allan
sink_amplitude,0.040124908243923445,wake,recovery,Allan
sink_integral,1.6770957288124673,wake,recovery,Allan
count,298.0,wake,recovery,Allan
rate,0.18884903946217138,wake,recovery,Allan
duration,0.059518507426755025,all-SPW-states,recovery,Allan
sink_amplitude,0.037165184040503195,all-SPW-states,recovery,Allan
sink_integral,1.4728723114014757,all-SPW-states,recovery,Allan
count,11336.0,all-SPW-states,recovery,Allan
rate,0.6560200384940933,all-SPW-states,recovery,Allan
duration,0.058702374319842696,NREM,early-recovery,Allan
sink_amplitude,0.0376962407987356,NREM,early-recovery,Allan
sink_integral,1.4731654202669264,NREM,early-recovery,Allan
count,3564.0,NREM,early-recovery,Allan
rate,1.0223781530599028,NREM,early-recovery,Allan
duration,0.06373290481613776,wake,early-recovery,Allan
sink_amplitude,0.040124908243923445,wake,early-recovery,Allan
sink_integral,1.6770957288124673,wake,early-recovery,Allan
count,298.0,wake,early-recovery,Allan
rate,0.18884903946217138,wake,early-recovery,Allan
duration,0.05883709386941785,all-SPW-states,early-recovery,Allan
sink_amplitude,0.038121878314984675,all-SPW-states,early-recovery,Allan
sink_integral,1.4922057745379125,all-SPW-states,early-recovery,Allan
count,3010.0,all-SPW-states,early-recovery,Allan
rate,0.8531770256837087,all-SPW-states,early-recovery,Allan
duration,0.05889975269229521,NREM,late-recovery,Allan
sink_amplitude,0.03625422704065409,NREM,late-recovery,Allan
sink_integral,1.4272295286180439,NREM,late-recovery,Allan
count,2266.0,NREM,late-recovery,Allan
rate,0.6305040494114107,NREM,late-recovery,Allan
duration,0.06373290481613776,wake,late-recovery,Allan
sink_amplitude,0.040124908243923445,wake,late-recovery,Allan
sink_integral,1.6770957288124673,wake,late-recovery,Allan
count,298.0,wake,late-recovery,Allan
rate,0.18884903946217138,wake,late-recovery,Allan
duration,0.05917827539841641,all-SPW-states,late-recovery,Allan
sink_amplitude,0.03660080093392016,all-SPW-states,late-recovery,Allan
sink_integral,1.4426429114186066,all-SPW-states,late-recovery,Allan
count,1435.0,all-SPW-states,late-recovery,Allan
rate,0.4006153015259143,all-SPW-states,late-recovery,Allan
duration,0.0590658916299019,NREM,first2h-recovery,Allan
sink_amplitude,0.03731725364973325,NREM,first2h-recovery,Allan
sink_integral,1.4656187352988577,NREM,first2h-recovery,Allan
count,6561.0,NREM,first2h-recovery,Allan
rate,0.9173683403991815,NREM,first2h-recovery,Allan
duration,0.06373290481613776,wake,first2h-recovery,Allan
sink_amplitude,0.040124908243923445,wake,first2h-recovery,Allan
sink_integral,1.6770957288124673,wake,first2h-recovery,Allan
count,298.0,wake,first2h-recovery,Allan
rate,0.18884903946217138,wake,first2h-recovery,Allan
duration,0.05942068158725245,all-SPW-states,first2h-recovery,Allan
sink_amplitude,0.037748840770396426,all-SPW-states,first2h-recovery,Allan
sink_integral,1.4917207015685066,all-SPW-states,first2h-recovery,Allan
count,5904.0,all-SPW-states,first2h-recovery,Allan
rate,0.8213700927131757,all-SPW-states,first2h-recovery,Allan
duration,0.05725563111994345,NREM,baseline-light-period,Allan
sink_amplitude,0.03704687494344727,NREM,baseline-light-period,Allan
sink_integral,1.4038103374057254,NREM,baseline-light-period,Allan
count,12709.0,NREM,baseline-light-period,Allan
rate,0.7542657054700834,NREM,baseline-light-period,Allan
duration,0.05800612534132059,wake,baseline-light-period,Allan
sink_amplitude,0.03783665422497266,wake,baseline-light-period,Allan
sink_integral,1.47206818142425,wake,baseline-light-period,Allan
count,2423.0,wake,baseline-light-period,Allan
rate,0.20272571095560063,wake,baseline-light-period,Allan
duration,0.05734465838244791,all-SPW-states,baseline-light-period,Allan
sink_amplitude,0.03717647848844117,all-SPW-states,baseline-light-period,Allan
sink_integral,1.4148291799918808,all-SPW-states,baseline-light-period,Allan
count,19184.0,all-SPW-states,baseline-light-period,Allan
rate,0.503047814086378,all-SPW-states,baseline-light-period,Allan
duration,0.05637484854327444,NREM,first2h-recovery-match,Allan
sink_amplitude,0.036441754058346584,NREM,first2h-recovery-match,Allan
sink_integral,1.3705939150199788,NREM,first2h-recovery-match,Allan
count,5054.0,NREM,first2h-recovery-match,Allan
rate,0.7025308627759155,NREM,first2h-recovery-match,Allan
duration,0.05729236672589737,wake,first2h-recovery-match,Allan
sink_amplitude,0.03683131448654053,wake,first2h-recovery-match,Allan
sink_integral,1.4262137876923453,wake,first2h-recovery-match,Allan
count,732.0,wake,first2h-recovery-match,Allan
rate,0.17805280273338803,wake,first2h-recovery-match,Allan
duration,0.05602535096586168,all-SPW-states,first2h-recovery-match,Allan
sink_amplitude,0.03642534747302841,all-SPW-states,first2h-recovery-match,Allan
sink_integral,1.3651443063502218,all-SPW-states,first2h-recovery-match,Allan
count,3963.0,all-SPW-states,first2h-recovery-match,Allan
rate,0.5504189611522453,all-SPW-states,first2h-recovery-match,Allan
duration,,NREM,deprivation,Allan
sink_amplitude,,NREM,deprivation,Allan
sink_integral,,NREM,deprivation,Allan
count,0.0,NREM,deprivation,Allan
rate,,NREM,deprivation,Allan
duration,0.0547054064617606,wake,deprivation,Allan
sink_amplitude,0.04236554984134,wake,deprivation,Allan
sink_integral,1.5320161543688011,wake,deprivation,Allan
count,7124.0,wake,deprivation,Allan
rate,0.3644346226014698,wake,deprivation,Allan
duration,0.0547054064617606,all-SPW-states,deprivation,Allan
sink_amplitude,0.04236554984134,all-SPW-states,deprivation,Allan
sink_integral,1.5320161543688011,all-SPW-states,deprivation,Allan
count,7124.0,all-SPW-states,deprivation,Allan
rate,0.3644346226014698,all-SPW-states,deprivation,Allan
duration,,NREM,early-deprivation,Allan
sink_amplitude,,NREM,early-deprivation,Allan
sink_integral,,NREM,early-deprivation,Allan
count,0.0,NREM,early-deprivation,Allan
rate,,NREM,early-deprivation,Allan
duration,0.054193249753861736,wake,early-deprivation,Allan
sink_amplitude,0.04080508422388399,wake,early-deprivation,Allan
sink_integral,1.4551002395861483,wake,early-deprivation,Allan
count,1271.0,wake,early-deprivation,Allan
rate,0.35623199125789745,wake,early-deprivation,Allan
duration,0.054193249753861736,all-SPW-states,early-deprivation,Allan
sink_amplitude,0.04080508422388399,all-SPW-states,early-deprivation,Allan
sink_integral,1.4551002395861483,all-SPW-states,early-deprivation,Allan
count,1271.0,all-SPW-states,early-deprivation,Allan
rate,0.35623199125789745,all-SPW-states,early-deprivation,Allan
duration,,NREM,late-deprivation,Allan
sink_amplitude,,NREM,late-deprivation,Allan
sink_integral,,NREM,late-deprivation,Allan
count,0.0,NREM,late-deprivation,Allan
rate,,NREM,late-deprivation,Allan
duration,0.0546926645891556,wake,late-deprivation,Allan
sink_amplitude,0.04157193479057936,wake,late-deprivation,Allan
sink_integral,1.5234306494591543,wake,late-deprivation,Allan
count,1129.0,wake,late-deprivation,Allan
rate,0.31373480171090984,wake,late-deprivation,Allan
duration,0.0546926645891556,all-SPW-states,late-deprivation,Allan
sink_amplitude,0.04157193479057936,all-SPW-states,late-deprivation,Allan
sink_integral,1.5234306494591543,all-SPW-states,late-deprivation,Allan
count,1129.0,all-SPW-states,late-deprivation,Allan
rate,0.31373480171090984,all-SPW-states,late-deprivation,Allan
