band,region,power,state,condition,subject
low_delta,sr_wm_ref,15340.173631572143,wake,recovery,Allan
delta,mpta_wm_ref,18404.06395600559,wake,recovery,Allan
delta,sr_wm_ref,70401.0880160074,wake,recovery,Allan
theta,mpta_wm_ref,12690.955572625173,wake,recovery,Allan
theta,sr_wm_ref,95116.59718258063,wake,recovery,Allan
fast_gamma,mpta_wm_ref,1512.2256755910535,wake,recovery,Allan
fast_gamma,sr_wm_ref,3841.085130426403,wake,recovery,Allan
low_delta,mpta_wm_ref,53262.31425427407,all-SPW-states,recovery,Allan
low_delta,sr_wm_ref,41091.719642932665,all-SPW-states,recovery,Allan
delta,mpta_wm_ref,442423.4582865479,all-SPW-states,recovery,Allan
delta,sr_wm_ref,218474.20672576086,all-SPW-states,recovery,Allan
theta,mpta_wm_ref,89506.14992518787,all-SPW-states,recovery,Allan
theta,sr_wm_ref,140515.52304655142,all-SPW-states,recovery,Allan
fast_gamma,mpta_wm_ref,1260.86037336655,all-SPW-states,recovery,Allan
fast_gamma,sr_wm_ref,6582.543000447403,all-SPW-states,recovery,Allan
low_delta,mpta_wm_ref,73618.87628066841,NREM,early-recovery,Allan
low_delta,sr_wm_ref,61236.31292822901,NREM,early-recovery,Allan
delta,mpta_wm_ref,881062.8258036891,NREM,early-recovery,Allan
delta,sr_wm_ref,315961.996248998,NREM,early-recovery,Allan
theta,mpta_wm_ref,136127.76386650573,NREM,early-recovery,Allan
theta,sr_wm_ref,176507.32536397973,NREM,early-recovery,Allan
fast_gamma,mpta_wm_ref,1195.2223510461376,NREM,early-recovery,Allan
fast_gamma,sr_wm_ref,8539.07503748305,NREM,early-recovery,Allan
low_delta,mpta_wm_ref,5362.586135677855,wake,early-recovery,Allan
low_delta,sr_wm_ref,15340.173631572143,wake,early-recovery,Allan
delta,mpta_wm_ref,18404.06395600559,wake,early-recovery,Allan
delta,sr_wm_ref,70401.0880160074,wake,early-recovery,Allan
theta,mpta_wm_ref,12690.955572625173,wake,early-recovery,Allan
theta,sr_wm_ref,95116.59718258063,wake,early-recovery,Allan
fast_gamma,mpta_wm_ref,1512.2256755910535,wake,early-recovery,Allan
fast_gamma,sr_wm_ref,3841.085130426403,wake,early-recovery,Allan
low_delta,mpta_wm_ref,55966.45154504034,all-SPW-states,early-recovery,Allan
low_delta,sr_wm_ref,46515.05805180562,all-SPW-states,early-recovery,Allan
delta,mpta_wm_ref,710729.6188903928,all-SPW-states,early-recovery,Allan
delta,sr_wm_ref,262104.91642512823,all-SPW-states,early-recovery,Allan
theta,mpta_wm_ref,123135.80156407348,all-SPW-states,early-recovery,Allan
theta,sr_wm_ref,161292.00312660966,all-SPW-states,early-recovery,Allan
fast_gamma,mpta_wm_ref,1255.7911271075154,all-SPW-states,early-recovery,Allan
fast_gamma,sr_wm_ref,8104.150742926811,all-SPW-states,early-recovery,Allan
low_delta,mpta_wm_ref,54648.9197369553,NREM,late-recovery,Allan
low_delta,sr_wm_ref,43329.13092884351,NREM,late-recovery,Allan
delta,mpta_wm_ref,321622.6747420628,NREM,late-recovery,Allan
delta,sr_wm_ref,218390.8127437577,NREM,late-recovery,Allan
theta,mpta_wm_ref,80131.11938681637,NREM,late-recovery,Allan
theta,sr_wm_ref,144239.2502657206,NREM,late-recovery,Allan
fast_gamma,mpta_wm_ref,1264.9099592498771,NREM,late-recovery,Allan
fast_gamma,sr_wm_ref,7686.032942184336,NREM,late-recovery,Allan
low_delta,mpta_wm_ref,5362.586135677855,wake,late-recovery,Allan
low_delta,sr_wm_ref,15340.173631572143,wake,late-recovery,Allan
delta,mpta_wm_ref,18404.06395600559,wake,late-recovery,Allan
delta,sr_wm_ref,70401.0880160074,wake,late-recovery,Allan
theta,mpta_wm_ref,12690.955572625173,wake,late-recovery,Allan
theta,sr_wm_ref,95116.59718258063,wake,late-recovery,Allan
fast_gamma,mpta_wm_ref,1512.2256755910535,wake,late-recovery,Allan
fast_gamma,sr_wm_ref,3841.085130426403,wake,late-recovery,Allan
low_delta,mpta_wm_ref,36559.73464855565,all-SPW-states,late-recovery,Allan
low_delta,sr_wm_ref,32432.180590016593,all-SPW-states,late-recovery,Allan
delta,mpta_wm_ref,175514.8258224639,all-SPW-states,late-recovery,Allan
delta,sr_wm_ref,158668.36688954593,all-SPW-states,late-recovery,Allan
theta,mpta_wm_ref,59988.29643021595,all-SPW-states,late-recovery,Allan
theta,sr_wm_ref,128206.3851611062,all-SPW-states,late-recovery,Allan
fast_gamma,mpta_wm_ref,1361.1301027645218,all-SPW-states,late-recovery,Allan
fast_gamma,sr_wm_ref,6616.055994568576,all-SPW-states,late-recovery,Allan
low_delta,mpta_wm_ref,78208.89663048548,NREM,first2h-recovery,Allan
low_delta,sr_wm_ref,55680.59633942372,NREM,first2h-recovery,Allan
delta,mpta_wm_ref,790404.3902506734,NREM,first2h-recovery,Allan
delta,sr_wm_ref,287575.4971518761,NREM,first2h-recovery,Allan
theta,mpta_wm_ref,116232.03050203323,NREM,first2h-recovery,Allan
theta,sr_wm_ref,159563.35012595702,NREM,first2h-recovery,Allan
fast_gamma,mpta_wm_ref,1203.9096927968694,NREM,first2h-recovery,Allan
fast_gamma,sr_wm_ref,7394.663847741595,NREM,first2h-recovery,Allan
low_delta,mpta_wm_ref,5362.586135677855,wake,first2h-recovery,Allan
low_delta,sr_wm_ref,15340.173631572143,wake,first2h-recovery,Allan
delta,mpta_wm_ref,18404.06395600559,wake,first2h-recovery,Allan
delta,sr_wm_ref,70401.0880160074,wake,first2h-recovery,Allan
theta,mpta_wm_ref,12690.955572625173,wake,first2h-recovery,Allan
theta,sr_wm_ref,95116.59718258063,wake,first2h-recovery,Allan
fast_gamma,mpta_wm_ref,1512.2256755910535,wake,first2h-recovery,Allan
fast_gamma,sr_wm_ref,3841.085130426403,wake,first2h-recovery,Allan
low_delta,mpta_wm_ref,61339.89741277817,all-SPW-states,first2h-recovery,Allan
low_delta,sr_wm_ref,48081.346722537404,all-SPW-states,first2h-recovery,Allan
delta,mpta_wm_ref,671179.4041847346,all-SPW-states,first2h-recovery,Allan
delta,sr_wm_ref,264567.8082450039,all-SPW-states,first2h-recovery,Allan
theta,mpta_wm_ref,113426.74443903298,all-SPW-states,first2h-recovery,Allan
theta,sr_wm_ref,153593.84468527368,all-SPW-states,first2h-recovery,Allan
fast_gamma,mpta_wm_ref,1217.4597538343683,all-SPW-states,first2h-recovery,Allan
fast_gamma,sr_wm_ref,7089.584047429493,all-SPW-states,first2h-recovery,Allan
low_delta,mpta_wm_ref,35080.4466791627,NREM,baseline-light-period,Allan
low_delta,sr_wm_ref,43302.06391695899,NREM,baseline-light-period,Allan
delta,mpta_wm_ref,235155.3810347212,NREM,baseline-light-period,Allan
delta,sr_wm_ref,216363.91417660774,NREM,baseline-light-period,Allan
theta,mpta_wm_ref,79795.43549833867,NREM,baseline-light-period,Allan
theta,sr_wm_ref,144665.5970074241,NREM,baseline-light-period,Allan
fast_gamma,mpta_wm_ref,1193.6671759568057,NREM,baseline-light-period,Allan
fast_gamma,sr_wm_ref,7511.927133765695,NREM,baseline-light-period,Allan
low_delta,mpta_wm_ref,5148.622910020689,wake,baseline-light-period,Allan
low_delta,sr_wm_ref,15163.281110631608,wake,baseline-light-period,Allan
delta,mpta_wm_ref,17353.393027903316,wake,baseline-light-period,Allan
delta,sr_wm_ref,71378.02709712418,wake,baseline-light-period,Allan
theta,mpta_wm_ref,12088.054354445434,wake,baseline-light-period,Allan
theta,sr_wm_ref,82003.75469001589,wake,baseline-light-period,Allan
fast_gamma,mpta_wm_ref,1489.2111641022552,wake,baseline-light-period,Allan
fast_gamma,sr_wm_ref,4326.779839466266,wake,baseline-light-period,Allan
low_delta,mpta_wm_ref,15631.45088198657,all-SPW-states,baseline-light-period,Allan
low_delta,sr_wm_ref,29643.847460894063,all-SPW-states,baseline-light-period,Allan
delta,mpta_wm_ref,75457.86657662243,all-SPW-states,baseline-light-period,Allan
delta,sr_wm_ref,148995.12298375228,all-SPW-states,baseline-light-period,Allan
theta,mpta_wm_ref,37602.62433085653,all-SPW-states,baseline-light-period,Allan
theta,sr_wm_ref,113923.84225535237,all-SPW-states,baseline-light-period,Allan
fast_gamma,mpta_wm_ref,1299.4824730571434,all-SPW-states,baseline-light-period,Allan
fast_gamma,sr_wm_ref,5891.980615944086,all-SPW-states,baseline-light-period,Allan
low_delta,mpta_wm_ref,29930.676950835757,NREM,first2h-recovery-match,Allan
low_delta,sr_wm_ref,41148.74326168763,NREM,first2h-recovery-match,Allan
delta,mpta_wm_ref,165196.2144112853,NREM,first2h-recovery-match,Allan
delta,sr_wm_ref,197615.6346035981,NREM,first2h-recovery-match,Allan
theta,mpta_wm_ref,67725.96348266184,NREM,first2h-recovery-match,Allan
theta,sr_wm_ref,143085.31671326206,NREM,first2h-recovery-match,Allan
fast_gamma,mpta_wm_ref,1182.8824997057186,NREM,first2h-recovery-match,Allan
fast_gamma,sr_wm_ref,7542.501456905862,NREM,first2h-recovery-match,Allan
low_delta,mpta_wm_ref,5006.250964136277,wake,first2h-recovery-match,Allan
low_delta,sr_wm_ref,13704.086934353234,wake,first2h-recovery-match,Allan
delta,mpta_wm_ref,17081.26333548194,wake,first2h-recovery-match,Allan
delta,sr_wm_ref,64681.870864795,wake,first2h-recovery-match,Allan
theta,mpta_wm_ref,11831.085669910211,wake,first2h-recovery-match,Allan
theta,sr_wm_ref,81968.28329041417,wake,first2h-recovery-match,Allan
fast_gamma,mpta_wm_ref,1409.7869040378134,wake,first2h-recovery-match,Allan
fast_gamma,sr_wm_ref,3790.0415614236745,wake,first2h-recovery-match,Allan
low_delta,mpta_wm_ref,21693.472090041632,all-SPW-states,first2h-recovery-match,Allan
low_delta,sr_wm_ref,33071.27196592778,all-SPW-states,first2h-recovery-match,Allan
delta,mpta_wm_ref,115378.5319117482,all-SPW-states,first2h-recovery-match,Allan
delta,sr_wm_ref,170781.54624480414,all-SPW-states,first2h-recovery-match,Allan
theta,mpta_wm_ref,52322.82639662484,all-SPW-states,first2h-recovery-match,Allan
theta,sr_wm_ref,126634.50815200218,all-SPW-states,first2h-recovery-match,Allan
fast_gamma,mpta_wm_ref,1188.6402048489017,all-SPW-states,first2h-recovery-match,Allan
fast_gamma,sr_wm_ref,6130.805019614041,all-SPW-states,first2h-recovery-match,Allan
low_delta,mpta_wm_ref,,NREM,deprivation,Allan
low_delta,sr_wm_ref,,NREM,deprivation,Allan
delta,mpta_wm_ref,,NREM,deprivation,Allan
delta,sr_wm_ref,,NREM,deprivation,Allan
theta,mpta_wm_ref,,NREM,deprivation,Allan
theta,sr_wm_ref,,NREM,deprivation,Allan
fast_gamma,mpta_wm_ref,,NREM,deprivation,Allan
fast_gamma,sr_wm_ref,,NREM,deprivation,Allan
low_delta,mpta_wm_ref,7154.061034279251,wake,deprivation,Allan
low_delta,sr_wm_ref,20057.688796165094,wake,deprivation,Allan
delta,mpta_wm_ref,20205.745261807955,wake,deprivation,Allan
delta,sr_wm_ref,92037.28931824274,wake,deprivation,Allan
theta,mpta_wm_ref,13713.69522328513,wake,deprivation,Allan
theta,sr_wm_ref,84855.80791061286,wake,deprivation,Allan
fast_gamma,mpta_wm_ref,2132.981783103053,wake,deprivation,Allan
fast_gamma,sr_wm_ref,7141.254383256124,wake,deprivation,Allan
low_delta,mpta_wm_ref,7154.061034279251,all-SPW-states,deprivation,Allan
low_delta,sr_wm_ref,20057.688796165094,all-SPW-states,deprivation,Allan
delta,mpta_wm_ref,20205.745261807955,all-SPW-states,deprivation,Allan
delta,sr_wm_ref,92037.28931824274,all-SPW-states,deprivation,Allan
theta,mpta_wm_ref,13713.69522328513,all-SPW-states,deprivation,Allan
theta,sr_wm_ref,84855.80791061286,all-SPW-states,deprivation,Allan
fast_gamma,mpta_wm_ref,2132.981783103053,all-SPW-states,deprivation,Allan
fast_gamma,sr_wm_ref,7141.254383256124,all-SPW-states,deprivation,Allan
low_delta,mpta_wm_ref,,NREM,early-deprivation,Allan
low_delta,sr_wm_ref,,NREM,early-deprivation,Allan
delta,mpta_wm_ref,,NREM,early-deprivation,Allan
delta,sr_wm_ref,,NREM,early-deprivation,Allan
theta,mpta_wm_ref,,NREM,early-deprivation,Allan
theta,sr_wm_ref,,NREM,early-deprivation,Allan
fast_gamma,mpta_wm_ref,,NREM,early-deprivation,Allan
fast_gamma,sr_wm_ref,,NREM,early-deprivation,Allan
low_delta,mpta_wm_ref,7275.290054603423,wake,early-deprivation,Allan
low_delta,sr_wm_ref,17669.595637657578,wake,early-deprivation,Allan
delta,mpta_wm_ref,19741.917997714674,wake,early-deprivation,Allan
delta,sr_wm_ref,82059.29000041021,wake,early-deprivation,Allan
theta,mpta_wm_ref,11614.221594336987,wake,early-deprivation,Allan
theta,sr_wm_ref,82931.94737334468,wake,early-deprivation,Allan
fast_gamma,mpta_wm_ref,1990.6688799743918,wake,early-deprivation,Allan
fast_gamma,sr_wm_ref,6443.976692246927,wake,early-deprivation,Allan
low_delta,mpta_wm_ref,7275.290054603423,all-SPW-states,early-deprivation,Allan
low_delta,sr_wm_ref,17669.595637657578,all-SPW-states,early-deprivation,Allan
delta,mpta_wm_ref,19741.917997714674,all-SPW-states,early-deprivation,Allan
delta,sr_wm_ref,82059.29000041021,all-SPW-states,early-deprivation,Allan
theta,mpta_wm_ref,11614.221594336987,all-SPW-states,early-deprivation,Allan
theta,sr_wm_ref,82931.94737334468,all-SPW-states,early-deprivation,Allan
fast_gamma,mpta_wm_ref,1990.6688799743918,all-SPW-states,early-deprivation,Allan
fast_gamma,sr_wm_ref,6443.976692246927,all-SPW-states,early-deprivation,Allan
low_delta,mpta_wm_ref,,NREM,late-deprivation,Allan
low_delta,sr_wm_ref,,NREM,late-deprivation,Allan
delta,mpta_wm_ref,,NREM,late-deprivation,Allan
delta,sr_wm_ref,,NREM,late-deprivation,Allan
theta,mpta_wm_ref,,NREM,late-deprivation,Allan
theta,sr_wm_ref,,NREM,late-deprivation,Allan
fast_gamma,mpta_wm_ref,,NREM,late-deprivation,Allan
fast_gamma,sr_wm_ref,,NREM,late-deprivation,Allan
low_delta,mpta_wm_ref,7455.367518491538,wake,late-deprivation,Allan
low_delta,sr_wm_ref,18283.31940721858,wake,late-deprivation,Allan
delta,mpta_wm_ref,20964.123529295175,wake,late-deprivation,Allan
delta,sr_wm_ref,95393.8473320046,wake,late-deprivation,Allan
theta,mpta_wm_ref,12490.880880487031,wake,late-deprivation,Allan
theta,sr_wm_ref,85938.90330542723,wake,late-deprivation,Allan
fast_gamma,mpta_wm_ref,2094.618577517883,wake,late-deprivation,Allan
fast_gamma,sr_wm_ref,7172.113796366543,wake,late-deprivation,Allan
low_delta,mpta_wm_ref,7455.367518491538,all-SPW-states,late-deprivation,Allan
low_delta,sr_wm_ref,18283.31940721858,all-SPW-states,late-deprivation,Allan
delta,mpta_wm_ref,20964.123529295175,all-SPW-states,late-deprivation,Allan
delta,sr_wm_ref,95393.8473320046,all-SPW-states,late-deprivation,Allan
theta,mpta_wm_ref,12490.880880487031,all-SPW-states,late-deprivation,Allan
theta,sr_wm_ref,85938.90330542723,all-SPW-states,late-deprivation,Allan
fast_gamma,mpta_wm_ref,2094.618577517883,all-SPW-states,late-deprivation,Allan
fast_gamma,sr_wm_ref,7172.113796366543,all-SPW-states,late-deprivation,Allan
