band,region,power,state,condition,subject
theta,sr_wm_ref,196197.2045438216,all-SPW-states,first2h-recovery-match,Valentino
fast_gamma,mpta_wm_ref,872.5517145267854,all-SPW-states,first2h-recovery-match,Valentino
fast_gamma,sr_wm_ref,6430.897857502268,all-SPW-states,first2h-recovery-match,Valentino
low_delta,mpta_wm_ref,,NREM,deprivation,Valentino
low_delta,sr_wm_ref,,NREM,deprivation,Valentino
delta,mpta_wm_ref,,NREM,deprivation,Valentino
delta,sr_wm_ref,,NREM,deprivation,Valentino
theta,mpta_wm_ref,,NREM,deprivation,Valentino
theta,sr_wm_ref,,NREM,deprivation,Valentino
fast_gamma,mpta_wm_ref,,NREM,deprivation,Valentino
fast_gamma,sr_wm_ref,,NREM,deprivation,Valentino
low_delta,mpta_wm_ref,4683.005151906847,wake,deprivation,Valentino
low_delta,sr_wm_ref,50101.33605635304,wake,deprivation,Valentino
delta,mpta_wm_ref,10801.301295020203,wake,deprivation,Valentino
delta,sr_wm_ref,118494.35280437491,wake,deprivation,Valentino
theta,mpta_wm_ref,8628.84577836468,wake,deprivation,Valentino
theta,sr_wm_ref,126811.66065072776,wake,deprivation,Valentino
fast_gamma,mpta_wm_ref,1464.8903757105707,wake,deprivation,Valentino
fast_gamma,sr_wm_ref,5503.668317355896,wake,deprivation,Valentino
low_delta,mpta_wm_ref,4683.005151906847,all-SPW-states,deprivation,Valentino
low_delta,sr_wm_ref,50101.33605635304,all-SPW-states,deprivation,Valentino
delta,mpta_wm_ref,10801.301295020203,all-SPW-states,deprivation,Valentino
delta,sr_wm_ref,118494.35280437491,all-SPW-states,deprivation,Valentino
theta,mpta_wm_ref,8628.84577836468,all-SPW-states,deprivation,Valentino
theta,sr_wm_ref,126811.66065072776,all-SPW-states,deprivation,Valentino
fast_gamma,mpta_wm_ref,1464.8903757105707,all-SPW-states,deprivation,Valentino
fast_gamma,sr_wm_ref,5503.668317355896,all-SPW-states,deprivation,Valentino
low_delta,mpta_wm_ref,,NREM,early-deprivation,Valentino
low_delta,sr_wm_ref,,NREM,early-deprivation,Valentino
delta,mpta_wm_ref,,NREM,early-deprivation,Valentino
delta,sr_wm_ref,,NREM,early-deprivation,Valentino
theta,mpta_wm_ref,,NREM,early-deprivation,Valentino
theta,sr_wm_ref,,NREM,early-deprivation,Valentino
fast_gamma,mpta_wm_ref,,NREM,early-deprivation,Valentino
fast_gamma,sr_wm_ref,,NREM,early-deprivation,Valentino
low_delta,mpta_wm_ref,3944.6076908282275,wake,early-deprivation,Valentino
low_delta,sr_wm_ref,36183.6377621844,wake,early-deprivation,Valentino
delta,mpta_wm_ref,8875.61486457898,wake,early-deprivation,Valentino
delta,sr_wm_ref,96000.09178215566,wake,early-deprivation,Valentino
theta,mpta_wm_ref,7143.87815681131,wake,early-deprivation,Valentino
theta,sr_wm_ref,120093.87342811676,wake,early-deprivation,Valentino
fast_gamma,mpta_wm_ref,1066.8842295781774,wake,early-deprivation,Valentino
fast_gamma,sr_wm_ref,4027.6722023300663,wake,early-deprivation,Valentino
low_delta,mpta_wm_ref,3944.6076908282275,all-SPW-states,early-deprivation,Valentino
low_delta,sr_wm_ref,36183.6377621844,all-SPW-states,early-deprivation,Valentino
delta,mpta_wm_ref,8875.61486457898,all-SPW-states,early-deprivation,Valentino
delta,sr_wm_ref,96000.09178215566,all-SPW-states,early-deprivation,Valentino
theta,mpta_wm_ref,7143.87815681131,all-SPW-states,early-deprivation,Valentino
theta,sr_wm_ref,120093.87342811676,all-SPW-states,early-deprivation,Valentino
fast_gamma,mpta_wm_ref,1066.8842295781774,all-SPW-states,early-deprivation,Valentino
fast_gamma,sr_wm_ref,4027.6722023300663,all-SPW-states,early-deprivation,Valentino
low_delta,mpta_wm_ref,,NREM,late-deprivation,Valentino
low_delta,sr_wm_ref,,NREM,late-deprivation,Valentino
delta,mpta_wm_ref,,NREM,late-deprivation,Valentino
delta,sr_wm_ref,,NREM,late-deprivation,Valentino
theta,mpta_wm_ref,,NREM,late-deprivation,Valentino
theta,sr_wm_ref,,NREM,late-deprivation,Valentino
fast_gamma,mpta_wm_ref,,NREM,late-deprivation,Valentino
fast_gamma,sr_wm_ref,,NREM,late-deprivation,Valentino
low_delta,mpta_wm_ref,5125.570813339987,wake,late-deprivation,Valentino
low_delta,sr_wm_ref,58758.46036443858,wake,late-deprivation,Valentino
delta,mpta_wm_ref,10472.156765634883,wake,late-deprivation,Valentino
delta,sr_wm_ref,124785.41224341858,wake,late-deprivation,Valentino
theta,mpta_wm_ref,9860.073409275337,wake,late-deprivation,Valentino
theta,sr_wm_ref,148583.38343596808,wake,late-deprivation,Valentino
fast_gamma,mpta_wm_ref,1769.2053118583597,wake,late-deprivation,Valentino
fast_gamma,sr_wm_ref,7893.747087554154,wake,late-deprivation,Valentino
low_delta,mpta_wm_ref,5125.570813339987,all-SPW-states,late-deprivation,Valentino
low_delta,sr_wm_ref,58758.46036443858,all-SPW-states,late-deprivation,Valentino
delta,mpta_wm_ref,10472.156765634883,all-SPW-states,late-deprivation,Valentino
delta,sr_wm_ref,124785.41224341858,all-SPW-states,late-deprivation,Valentino
theta,mpta_wm_ref,9860.073409275337,all-SPW-states,late-deprivation,Valentino
theta,sr_wm_ref,148583.38343596808,all-SPW-states,late-deprivation,Valentino
fast_gamma,mpta_wm_ref,1769.2053118583597,all-SPW-states,late-deprivation,Valentino
fast_gamma,sr_wm_ref,7893.747087554154,all-SPW-states,late-deprivation,Valentino
low_delta,mpta_wm_ref,66531.7367793415,NREM,recovery,Doppio
low_delta,sr_wm_ref,59482.46493902206,NREM,recovery,Doppio
delta,mpta_wm_ref,390848.0932093445,NREM,recovery,Doppio
delta,sr_wm_ref,264695.49217788037,NREM,recovery,Doppio
theta,mpta_wm_ref,67865.49241507165,NREM,recovery,Doppio
theta,sr_wm_ref,213045.52901343326,NREM,recovery,Doppio
fast_gamma,mpta_wm_ref,1069.4555456351732,NREM,recovery,Doppio
fast_gamma,sr_wm_ref,5755.32282572633,NREM,recovery,Doppio
low_delta,mpta_wm_ref,8298.35842468607,wake,recovery,Doppio
low_delta,sr_wm_ref,23645.416379665723,wake,recovery,Doppio
delta,mpta_wm_ref,21071.64127097797,wake,recovery,Doppio
delta,sr_wm_ref,79867.66114127127,wake,recovery,Doppio
theta,mpta_wm_ref,13449.17546431852,wake,recovery,Doppio
theta,sr_wm_ref,147042.694274913,wake,recovery,Doppio
fast_gamma,mpta_wm_ref,1125.7411145300794,wake,recovery,Doppio
fast_gamma,sr_wm_ref,3139.364556682586,wake,recovery,Doppio
low_delta,mpta_wm_ref,39657.38951151941,all-SPW-states,recovery,Doppio
low_delta,sr_wm_ref,45627.9083447758,all-SPW-states,recovery,Doppio
delta,mpta_wm_ref,219129.98334654045,all-SPW-states,recovery,Doppio
delta,sr_wm_ref,202022.78807337562,all-SPW-states,recovery,Doppio
theta,mpta_wm_ref,51113.6411286309,all-SPW-states,recovery,Doppio
theta,sr_wm_ref,189065.51106206785,all-SPW-states,recovery,Doppio
fast_gamma,mpta_wm_ref,1084.9284775118713,all-SPW-states,recovery,Doppio
fast_gamma,sr_wm_ref,5061.145009233837,all-SPW-states,recovery,Doppio
low_delta,mpta_wm_ref,66339.12031190083,NREM,early-recovery,Doppio
low_delta,sr_wm_ref,72461.91311818821,NREM,early-recovery,Doppio
delta,mpta_wm_ref,489641.9262758363,NREM,early-recovery,Doppio
delta,sr_wm_ref,324369.5109800161,NREM,early-recovery,Doppio
theta,mpta_wm_ref,77299.41647016078,NREM,early-recovery,Doppio
theta,sr_wm_ref,215738.4581455664,NREM,early-recovery,Doppio
fast_gamma,mpta_wm_ref,1100.6181967458924,NREM,early-recovery,Doppio
fast_gamma,sr_wm_ref,6217.4177042085175,NREM,early-recovery,Doppio
low_delta,mpta_wm_ref,8447.696420760603,wake,early-recovery,Doppio
low_delta,sr_wm_ref,22313.381384299923,wake,early-recovery,Doppio
delta,mpta_wm_ref,20024.53397854349,wake,early-recovery,Doppio
delta,sr_wm_ref,75573.66907626353,wake,early-recovery,Doppio
theta,mpta_wm_ref,13096.563813602854,wake,early-recovery,Doppio
theta,sr_wm_ref,154310.3555513564,wake,early-recovery,Doppio
fast_gamma,mpta_wm_ref,1056.7621157079047,wake,early-recovery,Doppio
fast_gamma,sr_wm_ref,2974.8360273468197,wake,early-recovery,Doppio
low_delta,mpta_wm_ref,55173.96484105559,all-SPW-states,early-recovery,Doppio
low_delta,sr_wm_ref,62870.19202760196,all-SPW-states,early-recovery,Doppio
delta,mpta_wm_ref,414001.94352381484,all-SPW-states,early-recovery,Doppio
delta,sr_wm_ref,285126.78481359896,all-SPW-states,early-recovery,Doppio
theta,mpta_wm_ref,72524.21188628062,all-SPW-states,early-recovery,Doppio
theta,sr_wm_ref,205403.94819392927,all-SPW-states,early-recovery,Doppio
fast_gamma,mpta_wm_ref,1130.3174205446444,all-SPW-states,early-recovery,Doppio
fast_gamma,sr_wm_ref,5911.767981162542,all-SPW-states,early-recovery,Doppio
low_delta,mpta_wm_ref,53581.30994208284,NREM,late-recovery,Doppio
low_delta,sr_wm_ref,50129.372103331334,NREM,late-recovery,Doppio
delta,mpta_wm_ref,259319.85818441346,NREM,late-recovery,Doppio
delta,sr_wm_ref,222446.8484770536,NREM,late-recovery,Doppio
theta,mpta_wm_ref,60563.41552179612,NREM,late-recovery,Doppio
theta,sr_wm_ref,210091.8361384817,NREM,late-recovery,Doppio
fast_gamma,mpta_wm_ref,1140.5769693597995,NREM,late-recovery,Doppio
fast_gamma,sr_wm_ref,6439.648084346223,NREM,late-recovery,Doppio
low_delta,mpta_wm_ref,8118.109680861648,wake,late-recovery,Doppio
low_delta,sr_wm_ref,24875.311273983603,wake,late-recovery,Doppio
delta,mpta_wm_ref,22432.914676282016,wake,late-recovery,Doppio
delta,sr_wm_ref,85380.4883748726,wake,late-recovery,Doppio
theta,mpta_wm_ref,14320.844346984031,wake,late-recovery,Doppio
theta,sr_wm_ref,142920.03571868897,wake,late-recovery,Doppio
fast_gamma,mpta_wm_ref,1188.2920880742226,wake,late-recovery,Doppio
fast_gamma,sr_wm_ref,3298.490779763326,wake,late-recovery,Doppio
low_delta,mpta_wm_ref,11830.275917416466,all-SPW-states,late-recovery,Doppio
low_delta,sr_wm_ref,29780.14936985407,all-SPW-states,late-recovery,Doppio
delta,mpta_wm_ref,30503.077607618467,all-SPW-states,late-recovery,Doppio
delta,sr_wm_ref,109863.25013943654,all-SPW-states,late-recovery,Doppio
theta,mpta_wm_ref,18490.66517935748,all-SPW-states,late-recovery,Doppio
theta,sr_wm_ref,152169.45651230737,all-SPW-states,late-recovery,Doppio
fast_gamma,mpta_wm_ref,1221.9260111635333,all-SPW-states,late-recovery,Doppio
fast_gamma,sr_wm_ref,4157.645370124923,all-SPW-states,late-recovery,Doppio
low_delta,mpta_wm_ref,73034.84770223555,NREM,first2h-recovery,Doppio
low_delta,sr_wm_ref,63815.34355122089,NREM,first2h-recovery,Doppio
delta,mpta_wm_ref,476586.61374772096,NREM,first2h-recovery,Doppio
delta,sr_wm_ref,292177.7326670927,NREM,first2h-recovery,Doppio
theta,mpta_wm_ref,72413.89525055129,NREM,first2h-recovery,Doppio
theta,sr_wm_ref,214600.3722415093,NREM,first2h-recovery,Doppio
fast_gamma,mpta_wm_ref,1046.3323992956002,NREM,first2h-recovery,Doppio
fast_gamma,sr_wm_ref,5590.071571499558,NREM,first2h-recovery,Doppio
low_delta,mpta_wm_ref,8298.35842468607,wake,first2h-recovery,Doppio
low_delta,sr_wm_ref,23645.416379665723,wake,first2h-recovery,Doppio
delta,mpta_wm_ref,21071.64127097797,wake,first2h-recovery,Doppio
delta,sr_wm_ref,79867.66114127127,wake,first2h-recovery,Doppio
theta,mpta_wm_ref,13449.17546431852,wake,first2h-recovery,Doppio
theta,sr_wm_ref,147042.694274913,wake,first2h-recovery,Doppio
fast_gamma,mpta_wm_ref,1125.7411145300794,wake,first2h-recovery,Doppio
fast_gamma,sr_wm_ref,3139.364556682586,wake,first2h-recovery,Doppio
low_delta,mpta_wm_ref,65715.68871249286,all-SPW-states,first2h-recovery,Doppio
low_delta,sr_wm_ref,60595.64508504739,all-SPW-states,first2h-recovery,Doppio
delta,mpta_wm_ref,442922.8452184231,all-SPW-states,first2h-recovery,Doppio
delta,sr_wm_ref,277828.3598563598,all-SPW-states,first2h-recovery,Doppio
theta,mpta_wm_ref,69249.54193901867,all-SPW-states,first2h-recovery,Doppio
theta,sr_wm_ref,206718.9960937749,all-SPW-states,first2h-recovery,Doppio
fast_gamma,mpta_wm_ref,1061.128340066049,all-SPW-states,first2h-recovery,Doppio
fast_gamma,sr_wm_ref,5413.564796461638,all-SPW-states,first2h-recovery,Doppio
low_delta,mpta_wm_ref,35020.61002727787,NREM,baseline-light-period,Doppio
low_delta,sr_wm_ref,43418.78847036788,NREM,baseline-light-period,Doppio
delta,mpta_wm_ref,146067.97908064415,NREM,baseline-light-period,Doppio
delta,sr_wm_ref,189319.91928557184,NREM,baseline-light-period,Doppio
theta,mpta_wm_ref,55068.583026116765,NREM,baseline-light-period,Doppio
theta,sr_wm_ref,188937.05775792353,NREM,baseline-light-period,Doppio
fast_gamma,mpta_wm_ref,927.9822374091159,NREM,baseline-light-period,Doppio
fast_gamma,sr_wm_ref,5050.323858719466,NREM,baseline-light-period,Doppio
low_delta,mpta_wm_ref,6398.720801251256,wake,baseline-light-period,Doppio
low_delta,sr_wm_ref,18079.278013841285,wake,baseline-light-period,Doppio
delta,mpta_wm_ref,16999.164842184502,wake,baseline-light-period,Doppio
delta,sr_wm_ref,63404.68340085545,wake,baseline-light-period,Doppio
theta,mpta_wm_ref,11028.297663193125,wake,baseline-light-period,Doppio
theta,sr_wm_ref,147563.97172455,wake,baseline-light-period,Doppio
fast_gamma,mpta_wm_ref,948.5482021530979,wake,baseline-light-period,Doppio
fast_gamma,sr_wm_ref,2842.18927095257,wake,baseline-light-period,Doppio
low_delta,mpta_wm_ref,14687.791941653704,all-SPW-states,baseline-light-period,Doppio
low_delta,sr_wm_ref,30222.25072458964,all-SPW-states,baseline-light-period,Doppio
delta,mpta_wm_ref,45279.44966831548,all-SPW-states,baseline-light-period,Doppio
delta,sr_wm_ref,126222.6335469781,all-SPW-states,baseline-light-period,Doppio
theta,mpta_wm_ref,27539.663459248186,all-SPW-states,baseline-light-period,Doppio
theta,sr_wm_ref,167503.68904192082,all-SPW-states,baseline-light-period,Doppio
fast_gamma,mpta_wm_ref,936.7084855098865,all-SPW-states,baseline-light-period,Doppio
fast_gamma,sr_wm_ref,4046.356626158983,all-SPW-states,baseline-light-period,Doppio
low_delta,mpta_wm_ref,32908.392104319035,NREM,first2h-recovery-match,Doppio
low_delta,sr_wm_ref,43461.249089005694,NREM,first2h-recovery-match,Doppio
delta,mpta_wm_ref,123945.75258140385,NREM,first2h-recovery-match,Doppio
delta,sr_wm_ref,185554.985695866,NREM,first2h-recovery-match,Doppio
theta,mpta_wm_ref,51074.712746986675,NREM,first2h-recovery-match,Doppio
theta,sr_wm_ref,188201.9714800727,NREM,first2h-recovery-match,Doppio
fast_gamma,mpta_wm_ref,988.8028491086491,NREM,first2h-recovery-match,Doppio
fast_gamma,sr_wm_ref,5483.409141447454,NREM,first2h-recovery-match,Doppio
low_delta,mpta_wm_ref,6477.53430583262,wake,first2h-recovery-match,Doppio
low_delta,sr_wm_ref,17415.316566563408,wake,first2h-recovery-match,Doppio
delta,mpta_wm_ref,17470.53915336921,wake,first2h-recovery-match,Doppio
delta,sr_wm_ref,59919.20231890146,wake,first2h-recovery-match,Doppio
theta,mpta_wm_ref,11751.959808086704,wake,first2h-recovery-match,Doppio
theta,sr_wm_ref,149151.47468241325,wake,first2h-recovery-match,Doppio
fast_gamma,mpta_wm_ref,990.8818401578184,wake,first2h-recovery-match,Doppio
fast_gamma,sr_wm_ref,2769.5400506751557,wake,first2h-recovery-match,Doppio
low_delta,mpta_wm_ref,23358.24541645804,all-SPW-states,first2h-recovery-match,Doppio
low_delta,sr_wm_ref,36665.45814182881,all-SPW-states,first2h-recovery-match,Doppio
delta,mpta_wm_ref,92562.58001753791,all-SPW-states,first2h-recovery-match,Doppio
delta,sr_wm_ref,154637.03747055048,all-SPW-states,first2h-recovery-match,Doppio
theta,mpta_wm_ref,41944.25179252747,all-SPW-states,first2h-recovery-match,Doppio
theta,sr_wm_ref,172588.6192435512,all-SPW-states,first2h-recovery-match,Doppio
fast_gamma,mpta_wm_ref,962.2145657971338,all-SPW-states,first2h-recovery-match,Doppio
fast_gamma,sr_wm_ref,4783.852657644915,all-SPW-states,first2h-recovery-match,Doppio
low_delta,mpta_wm_ref,,NREM,deprivation,Doppio
low_delta,sr_wm_ref,,NREM,deprivation,Doppio
delta,mpta_wm_ref,,NREM,deprivation,Doppio
delta,sr_wm_ref,,NREM,deprivation,Doppio
theta,mpta_wm_ref,,NREM,deprivation,Doppio
theta,sr_wm_ref,,NREM,deprivation,Doppio
fast_gamma,mpta_wm_ref,,NREM,deprivation,Doppio
fast_gamma,sr_wm_ref,,NREM,deprivation,Doppio
low_delta,mpta_wm_ref,9369.802706427323,wake,deprivation,Doppio
low_delta,sr_wm_ref,25680.68207739749,wake,deprivation,Doppio
delta,mpta_wm_ref,22075.700117204993,wake,deprivation,Doppio
delta,sr_wm_ref,77566.11040258757,wake,deprivation,Doppio
theta,mpta_wm_ref,13360.756006373795,wake,deprivation,Doppio
theta,sr_wm_ref,135922.88795898587,wake,deprivation,Doppio
fast_gamma,mpta_wm_ref,1502.3144401478182,wake,deprivation,Doppio
fast_gamma,sr_wm_ref,5739.50756171057,wake,deprivation,Doppio
low_delta,mpta_wm_ref,9369.802706427323,all-SPW-states,deprivation,Doppio
low_delta,sr_wm_ref,25680.68207739749,all-SPW-states,deprivation,Doppio
delta,mpta_wm_ref,22075.700117204993,all-SPW-states,deprivation,Doppio
delta,sr_wm_ref,77566.11040258757,all-SPW-states,deprivation,Doppio
theta,mpta_wm_ref,13360.756006373795,all-SPW-states,deprivation,Doppio
theta,sr_wm_ref,135922.88795898587,all-SPW-states,deprivation,Doppio
fast_gamma,mpta_wm_ref,1502.3144401478182,all-SPW-states,deprivation,Doppio
fast_gamma,sr_wm_ref,5739.50756171057,all-SPW-states,deprivation,Doppio
low_delta,mpta_wm_ref,,NREM,early-deprivation,Doppio
low_delta,sr_wm_ref,,NREM,early-deprivation,Doppio
delta,mpta_wm_ref,,NREM,early-deprivation,Doppio
delta,sr_wm_ref,,NREM,early-deprivation,Doppio
theta,mpta_wm_ref,,NREM,early-deprivation,Doppio
theta,sr_wm_ref,,NREM,early-deprivation,Doppio
fast_gamma,mpta_wm_ref,,NREM,early-deprivation,Doppio
fast_gamma,sr_wm_ref,,NREM,early-deprivation,Doppio
low_delta,mpta_wm_ref,10846.577549970283,wake,early-deprivation,Doppio
low_delta,sr_wm_ref,18663.93105841379,wake,early-deprivation,Doppio
delta,mpta_wm_ref,21603.16398421733,wake,early-deprivation,Doppio
delta,sr_wm_ref,55854.123837633626,wake,early-deprivation,Doppio
theta,mpta_wm_ref,14370.402546296255,wake,early-deprivation,Doppio
theta,sr_wm_ref,143219.1257364185,wake,early-deprivation,Doppio
fast_gamma,mpta_wm_ref,1499.1156841582015,wake,early-deprivation,Doppio
fast_gamma,sr_wm_ref,5120.999620412599,wake,early-deprivation,Doppio
low_delta,mpta_wm_ref,10846.577549970283,all-SPW-states,early-deprivation,Doppio
low_delta,sr_wm_ref,18663.93105841379,all-SPW-states,early-deprivation,Doppio
delta,mpta_wm_ref,21603.16398421733,all-SPW-states,early-deprivation,Doppio
delta,sr_wm_ref,55854.123837633626,all-SPW-states,early-deprivation,Doppio
theta,mpta_wm_ref,14370.402546296255,all-SPW-states,early-deprivation,Doppio
theta,sr_wm_ref,143219.1257364185,all-SPW-states,early-deprivation,Doppio
fast_gamma,mpta_wm_ref,1499.1156841582015,all-SPW-states,early-deprivation,Doppio
fast_gamma,sr_wm_ref,5120.999620412599,all-SPW-states,early-deprivation,Doppio
low_delta,mpta_wm_ref,,NREM,late-deprivation,Doppio
low_delta,sr_wm_ref,,NREM,late-deprivation,Doppio
delta,mpta_wm_ref,,NREM,late-deprivation,Doppio
delta,sr_wm_ref,,NREM,late-deprivation,Doppio
theta,mpta_wm_ref,,NREM,late-deprivation,Doppio
theta,sr_wm_ref,,NREM,late-deprivation,Doppio
fast_gamma,mpta_wm_ref,,NREM,late-deprivation,Doppio
fast_gamma,sr_wm_ref,,NREM,late-deprivation,Doppio
low_delta,mpta_wm_ref,8988.492363912386,wake,late-deprivation,Doppio
low_delta,sr_wm_ref,31741.781385687915,wake,late-deprivation,Doppio
delta,mpta_wm_ref,22290.880222874865,wake,late-deprivation,Doppio
delta,sr_wm_ref,95854.72531459742,wake,late-deprivation,Doppio
theta,mpta_wm_ref,14037.733303889356,wake,late-deprivation,Doppio
theta,sr_wm_ref,139508.38217053167,wake,late-deprivation,Doppio
fast_gamma,mpta_wm_ref,1489.712106569739,wake,late-deprivation,Doppio
fast_gamma,sr_wm_ref,6476.267050333871,wake,late-deprivation,Doppio
low_delta,mpta_wm_ref,8988.492363912386,all-SPW-states,late-deprivation,Doppio
low_delta,sr_wm_ref,31741.781385687915,all-SPW-states,late-deprivation,Doppio
delta,mpta_wm_ref,22290.880222874865,all-SPW-states,late-deprivation,Doppio
delta,sr_wm_ref,95854.72531459742,all-SPW-states,late-deprivation,Doppio
theta,mpta_wm_ref,14037.733303889356,all-SPW-states,late-deprivation,Doppio
theta,sr_wm_ref,139508.38217053167,all-SPW-states,late-deprivation,Doppio
fast_gamma,mpta_wm_ref,1489.712106569739,all-SPW-states,late-deprivation,Doppio
fast_gamma,sr_wm_ref,6476.267050333871,all-SPW-states,late-deprivation,Doppio
low_delta,mpta_wm_ref,33504.85641156479,NREM,recovery,Alessandro
low_delta,sr_wm_ref,72354.10115173025,NREM,recovery,Alessandro
delta,mpta_wm_ref,291397.97636045597,NREM,recovery,Alessandro
delta,sr_wm_ref,411820.8512779824,NREM,recovery,Alessandro
theta,mpta_wm_ref,62283.54619404966,NREM,recovery,Alessandro
theta,sr_wm_ref,259348.979662658,NREM,recovery,Alessandro
fast_gamma,mpta_wm_ref,1088.377679181337,NREM,recovery,Alessandro
fast_gamma,sr_wm_ref,8787.955722856033,NREM,recovery,Alessandro
low_delta,mpta_wm_ref,5570.4253875093455,wake,recovery,Alessandro
low_delta,sr_wm_ref,23617.747816372237,wake,recovery,Alessandro
delta,mpta_wm_ref,25735.011266500136,wake,recovery,Alessandro
delta,sr_wm_ref,105918.39766522638,wake,recovery,Alessandro
theta,mpta_wm_ref,25726.052826740255,wake,recovery,Alessandro
theta,sr_wm_ref,163322.2697173676,wake,recovery,Alessandro
fast_gamma,mpta_wm_ref,1065.8947381338662,wake,recovery,Alessandro
fast_gamma,sr_wm_ref,4015.581447391365,wake,recovery,Alessandro
low_delta,mpta_wm_ref,29094.097957731065,all-SPW-states,recovery,Alessandro
low_delta,sr_wm_ref,65655.27493702903,all-SPW-states,recovery,Alessandro
delta,mpta_wm_ref,259104.2251747988,all-SPW-states,recovery,Alessandro
delta,sr_wm_ref,378158.16420937114,all-SPW-states,recovery,Alessandro
theta,mpta_wm_ref,58506.251055416986,all-SPW-states,recovery,Alessandro
theta,sr_wm_ref,248529.72549445226,all-SPW-states,recovery,Alessandro
fast_gamma,mpta_wm_ref,1086.6758043175635,all-SPW-states,recovery,Alessandro
fast_gamma,sr_wm_ref,8358.563550661429,all-SPW-states,recovery,Alessandro
low_delta,mpta_wm_ref,29273.630753153295,NREM,early-recovery,Alessandro
low_delta,sr_wm_ref,85631.79313313492,NREM,early-recovery,Alessandro
delta,mpta_wm_ref,355823.7103800672,NREM,early-recovery,Alessandro
delta,sr_wm_ref,542999.04821957,NREM,early-recovery,Alessandro
theta,mpta_wm_ref,74070.48445412872,NREM,early-recovery,Alessandro
theta,sr_wm_ref,312083.9548613414,NREM,early-recovery,Alessandro
fast_gamma,mpta_wm_ref,1089.5190144312483,NREM,early-recovery,Alessandro
fast_gamma,sr_wm_ref,10050.67291468533,NREM,early-recovery,Alessandro
low_delta,mpta_wm_ref,5570.4253875093455,wake,early-recovery,Alessandro
low_delta,sr_wm_ref,23617.747816372237,wake,early-recovery,Alessandro
delta,mpta_wm_ref,25735.011266500136,wake,early-recovery,Alessandro
delta,sr_wm_ref,105918.39766522638,wake,early-recovery,Alessandro
theta,mpta_wm_ref,25726.052826740255,wake,early-recovery,Alessandro
theta,sr_wm_ref,163322.2697173676,wake,early-recovery,Alessandro
fast_gamma,mpta_wm_ref,1065.8947381338662,wake,early-recovery,Alessandro
fast_gamma,sr_wm_ref,4015.581447391365,wake,early-recovery,Alessandro
low_delta,mpta_wm_ref,28543.42186103031,all-SPW-states,early-recovery,Alessandro
low_delta,sr_wm_ref,81581.81112688566,all-SPW-states,early-recovery,Alessandro
delta,mpta_wm_ref,347499.98159178847,all-SPW-states,early-recovery,Alessandro
delta,sr_wm_ref,529607.0295180113,all-SPW-states,early-recovery,Alessandro
theta,mpta_wm_ref,72705.98137225781,all-SPW-states,early-recovery,Alessandro
theta,sr_wm_ref,306607.8353909956,all-SPW-states,early-recovery,Alessandro
fast_gamma,mpta_wm_ref,1087.571971883116,all-SPW-states,early-recovery,Alessandro
fast_gamma,sr_wm_ref,9928.95346559249,all-SPW-states,early-recovery,Alessandro
low_delta,mpta_wm_ref,33394.37725675988,NREM,late-recovery,Alessandro
low_delta,sr_wm_ref,53991.76791940016,NREM,late-recovery,Alessandro
delta,mpta_wm_ref,206033.17069292604,NREM,late-recovery,Alessandro
delta,sr_wm_ref,300406.5879723253,NREM,late-recovery,Alessandro
theta,mpta_wm_ref,60813.56260071374,NREM,late-recovery,Alessandro
theta,sr_wm_ref,234206.4385488539,NREM,late-recovery,Alessandro
fast_gamma,mpta_wm_ref,1149.659684242199,NREM,late-recovery,Alessandro
fast_gamma,sr_wm_ref,8309.545383224391,NREM,late-recovery,Alessandro
low_delta,mpta_wm_ref,5570.4253875093455,wake,late-recovery,Alessandro
low_delta,sr_wm_ref,23617.747816372237,wake,late-recovery,Alessandro
delta,mpta_wm_ref,25735.011266500136,wake,late-recovery,Alessandro
delta,sr_wm_ref,105918.39766522638,wake,late-recovery,Alessandro
theta,mpta_wm_ref,25726.052826740255,wake,late-recovery,Alessandro
theta,sr_wm_ref,163322.2697173676,wake,late-recovery,Alessandro
fast_gamma,mpta_wm_ref,1065.8947381338662,wake,late-recovery,Alessandro
fast_gamma,sr_wm_ref,4015.581447391365,wake,late-recovery,Alessandro
low_delta,mpta_wm_ref,26705.916409318615,all-SPW-states,late-recovery,Alessandro
low_delta,sr_wm_ref,48772.774903133984,all-SPW-states,late-recovery,Alessandro
delta,mpta_wm_ref,173303.40652036385,all-SPW-states,late-recovery,Alessandro
delta,sr_wm_ref,262244.33011492563,all-SPW-states,late-recovery,Alessandro
theta,mpta_wm_ref,55712.19822693726,all-SPW-states,late-recovery,Alessandro
theta,sr_wm_ref,223049.95843898554,all-SPW-states,late-recovery,Alessandro
fast_gamma,mpta_wm_ref,1148.8957646275182,all-SPW-states,late-recovery,Alessandro
fast_gamma,sr_wm_ref,7646.465715341325,all-SPW-states,late-recovery,Alessandro
low_delta,mpta_wm_ref,32819.00590863908,NREM,first2h-recovery,Alessandro
low_delta,sr_wm_ref,82476.95816339811,NREM,first2h-recovery,Alessandro
delta,mpta_wm_ref,361169.87860854995,NREM,first2h-recovery,Alessandro
delta,sr_wm_ref,500069.45087657287,NREM,first2h-recovery,Alessandro
theta,mpta_wm_ref,66712.28507249098,NREM,first2h-recovery,Alessandro
theta,sr_wm_ref,289689.7457354876,NREM,first2h-recovery,Alessandro
