band,region,power,state,condition,subject
fast_gamma,mpta_wm_ref,918.7004358079877,all-SPW-states,first2h-recovery-match,Valentino
fast_gamma,sr_wm_ref,7567.153687987181,all-SPW-states,first2h-recovery-match,Valentino
low_delta,mpta_wm_ref,,NREM,deprivation,Valentino
low_delta,sr_wm_ref,,NREM,deprivation,Valentino
delta,mpta_wm_ref,,NREM,deprivation,Valentino
delta,sr_wm_ref,,NREM,deprivation,Valentino
theta,mpta_wm_ref,,NREM,deprivation,Valentino
theta,sr_wm_ref,,NREM,deprivation,Valentino
fast_gamma,mpta_wm_ref,,NREM,deprivation,Valentino
fast_gamma,sr_wm_ref,,NREM,deprivation,Valentino
low_delta,mpta_wm_ref,6350.634756403889,wake,deprivation,Valentino
low_delta,sr_wm_ref,110318.63859112748,wake,deprivation,Valentino
delta,mpta_wm_ref,13844.942881571233,wake,deprivation,Valentino
delta,sr_wm_ref,239242.5927964832,wake,deprivation,Valentino
theta,mpta_wm_ref,9774.820581837426,wake,deprivation,Valentino
theta,sr_wm_ref,153836.2710707478,wake,deprivation,Valentino
fast_gamma,mpta_wm_ref,1577.2165865948882,wake,deprivation,Valentino
fast_gamma,sr_wm_ref,6860.611325214702,wake,deprivation,Valentino
low_delta,mpta_wm_ref,6350.634756403889,all-SPW-states,deprivation,Valentino
low_delta,sr_wm_ref,110318.63859112748,all-SPW-states,deprivation,Valentino
delta,mpta_wm_ref,13844.942881571233,all-SPW-states,deprivation,Valentino
delta,sr_wm_ref,239242.5927964832,all-SPW-states,deprivation,Valentino
theta,mpta_wm_ref,9774.820581837426,all-SPW-states,deprivation,Valentino
theta,sr_wm_ref,153836.2710707478,all-SPW-states,deprivation,Valentino
fast_gamma,mpta_wm_ref,1577.2165865948882,all-SPW-states,deprivation,Valentino
fast_gamma,sr_wm_ref,6860.611325214702,all-SPW-states,deprivation,Valentino
low_delta,mpta_wm_ref,,NREM,early-deprivation,Valentino
low_delta,sr_wm_ref,,NREM,early-deprivation,Valentino
delta,mpta_wm_ref,,NREM,early-deprivation,Valentino
delta,sr_wm_ref,,NREM,early-deprivation,Valentino
theta,mpta_wm_ref,,NREM,early-deprivation,Valentino
theta,sr_wm_ref,,NREM,early-deprivation,Valentino
fast_gamma,mpta_wm_ref,,NREM,early-deprivation,Valentino
fast_gamma,sr_wm_ref,,NREM,early-deprivation,Valentino
low_delta,mpta_wm_ref,5202.569940788921,wake,early-deprivation,Valentino
low_delta,sr_wm_ref,96130.83282899685,wake,early-deprivation,Valentino
delta,mpta_wm_ref,11021.9628075896,wake,early-deprivation,Valentino
delta,sr_wm_ref,195386.6235814828,wake,early-deprivation,Valentino
theta,mpta_wm_ref,8189.256251927017,wake,early-deprivation,Valentino
theta,sr_wm_ref,148503.93182492614,wake,early-deprivation,Valentino
fast_gamma,mpta_wm_ref,1179.582788857517,wake,early-deprivation,Valentino
fast_gamma,sr_wm_ref,5295.985518079775,wake,early-deprivation,Valentino
low_delta,mpta_wm_ref,5202.569940788921,all-SPW-states,early-deprivation,Valentino
low_delta,sr_wm_ref,96130.83282899685,all-SPW-states,early-deprivation,Valentino
delta,mpta_wm_ref,11021.9628075896,all-SPW-states,early-deprivation,Valentino
delta,sr_wm_ref,195386.6235814828,all-SPW-states,early-deprivation,Valentino
theta,mpta_wm_ref,8189.256251927017,all-SPW-states,early-deprivation,Valentino
theta,sr_wm_ref,148503.93182492614,all-SPW-states,early-deprivation,Valentino
fast_gamma,mpta_wm_ref,1179.582788857517,all-SPW-states,early-deprivation,Valentino
fast_gamma,sr_wm_ref,5295.985518079775,all-SPW-states,early-deprivation,Valentino
low_delta,mpta_wm_ref,,NREM,late-deprivation,Valentino
low_delta,sr_wm_ref,,NREM,late-deprivation,Valentino
delta,mpta_wm_ref,,NREM,late-deprivation,Valentino
delta,sr_wm_ref,,NREM,late-deprivation,Valentino
theta,mpta_wm_ref,,NREM,late-deprivation,Valentino
theta,sr_wm_ref,,NREM,late-deprivation,Valentino
fast_gamma,mpta_wm_ref,,NREM,late-deprivation,Valentino
fast_gamma,sr_wm_ref,,NREM,late-deprivation,Valentino
low_delta,mpta_wm_ref,6701.724950319927,wake,late-deprivation,Valentino
low_delta,sr_wm_ref,130409.66710943225,wake,late-deprivation,Valentino
delta,mpta_wm_ref,13865.28595475174,wake,late-deprivation,Valentino
delta,sr_wm_ref,271650.3755554723,wake,late-deprivation,Valentino
theta,mpta_wm_ref,11289.256614259666,wake,late-deprivation,Valentino
theta,sr_wm_ref,174141.9717605067,wake,late-deprivation,Valentino
fast_gamma,mpta_wm_ref,1925.2211502513248,wake,late-deprivation,Valentino
fast_gamma,sr_wm_ref,9288.98782218888,wake,late-deprivation,Valentino
low_delta,mpta_wm_ref,6701.724950319927,all-SPW-states,late-deprivation,Valentino
low_delta,sr_wm_ref,130409.66710943225,all-SPW-states,late-deprivation,Valentino
delta,mpta_wm_ref,13865.28595475174,all-SPW-states,late-deprivation,Valentino
delta,sr_wm_ref,271650.3755554723,all-SPW-states,late-deprivation,Valentino
theta,mpta_wm_ref,11289.256614259666,all-SPW-states,late-deprivation,Valentino
theta,sr_wm_ref,174141.9717605067,all-SPW-states,late-deprivation,Valentino
fast_gamma,mpta_wm_ref,1925.2211502513248,all-SPW-states,late-deprivation,Valentino
fast_gamma,sr_wm_ref,9288.98782218888,all-SPW-states,late-deprivation,Valentino
low_delta,mpta_wm_ref,90278.73444564876,NREM,recovery,Doppio
low_delta,sr_wm_ref,99024.4896355744,NREM,recovery,Doppio
delta,mpta_wm_ref,462619.2224602497,NREM,recovery,Doppio
delta,sr_wm_ref,345902.18246952427,NREM,recovery,Doppio
theta,mpta_wm_ref,75901.60530719267,NREM,recovery,Doppio
theta,sr_wm_ref,230825.22329173275,NREM,recovery,Doppio
fast_gamma,mpta_wm_ref,1107.0346592294113,NREM,recovery,Doppio
fast_gamma,sr_wm_ref,6936.321008055796,NREM,recovery,Doppio
low_delta,mpta_wm_ref,16360.767583922952,wake,recovery,Doppio
low_delta,sr_wm_ref,53003.86197974058,wake,recovery,Doppio
delta,mpta_wm_ref,44173.066132947395,wake,recovery,Doppio
delta,sr_wm_ref,142755.48959476547,wake,recovery,Doppio
theta,mpta_wm_ref,19505.831036949585,wake,recovery,Doppio
theta,sr_wm_ref,164023.55740242547,wake,recovery,Doppio
fast_gamma,mpta_wm_ref,1207.5846414293599,wake,recovery,Doppio
fast_gamma,sr_wm_ref,4636.335460734126,wake,recovery,Doppio
low_delta,mpta_wm_ref,67617.93986689305,all-SPW-states,recovery,Doppio
low_delta,sr_wm_ref,84916.09307151471,all-SPW-states,recovery,Doppio
delta,mpta_wm_ref,334337.5232552236,all-SPW-states,recovery,Doppio
delta,sr_wm_ref,283624.15086186497,all-SPW-states,recovery,Doppio
theta,mpta_wm_ref,58612.53324385394,all-SPW-states,recovery,Doppio
theta,sr_wm_ref,210346.05033141642,all-SPW-states,recovery,Doppio
fast_gamma,mpta_wm_ref,1137.859945533523,all-SPW-states,recovery,Doppio
fast_gamma,sr_wm_ref,6231.221798286393,all-SPW-states,recovery,Doppio
low_delta,mpta_wm_ref,93191.83784016657,NREM,early-recovery,Doppio
low_delta,sr_wm_ref,114700.82840800808,NREM,early-recovery,Doppio
delta,mpta_wm_ref,541312.8121397318,NREM,early-recovery,Doppio
delta,sr_wm_ref,400792.2919024683,NREM,early-recovery,Doppio
theta,mpta_wm_ref,84752.01419917871,NREM,early-recovery,Doppio
theta,sr_wm_ref,237214.52772747804,NREM,early-recovery,Doppio
fast_gamma,mpta_wm_ref,1137.460040876765,NREM,early-recovery,Doppio
fast_gamma,sr_wm_ref,7298.736420009556,NREM,early-recovery,Doppio
low_delta,mpta_wm_ref,16494.79834116919,wake,early-recovery,Doppio
low_delta,sr_wm_ref,49114.992635139744,wake,early-recovery,Doppio
delta,mpta_wm_ref,49533.91045588627,wake,early-recovery,Doppio
delta,sr_wm_ref,138410.51018162767,wake,early-recovery,Doppio
theta,mpta_wm_ref,20605.689667926265,wake,early-recovery,Doppio
theta,sr_wm_ref,168342.24801410348,wake,early-recovery,Doppio
fast_gamma,mpta_wm_ref,1136.4249854334623,wake,early-recovery,Doppio
fast_gamma,sr_wm_ref,4379.214030815944,wake,early-recovery,Doppio
low_delta,mpta_wm_ref,82168.3906415636,all-SPW-states,early-recovery,Doppio
low_delta,sr_wm_ref,109510.66082565462,all-SPW-states,early-recovery,Doppio
delta,mpta_wm_ref,464869.53511462477,all-SPW-states,early-recovery,Doppio
delta,sr_wm_ref,372148.94405359775,all-SPW-states,early-recovery,Doppio
theta,mpta_wm_ref,77708.98530174184,all-SPW-states,early-recovery,Doppio
theta,sr_wm_ref,226656.26240385766,all-SPW-states,early-recovery,Doppio
fast_gamma,mpta_wm_ref,1172.9821384914344,all-SPW-states,early-recovery,Doppio
fast_gamma,sr_wm_ref,7026.998829987262,all-SPW-states,early-recovery,Doppio
low_delta,mpta_wm_ref,72977.70233795013,NREM,late-recovery,Doppio
low_delta,sr_wm_ref,88085.74614212489,NREM,late-recovery,Doppio
delta,mpta_wm_ref,317233.0692668679,NREM,late-recovery,Doppio
delta,sr_wm_ref,297525.6481720512,NREM,late-recovery,Doppio
theta,mpta_wm_ref,68855.18064273184,NREM,late-recovery,Doppio
theta,sr_wm_ref,229199.63654327678,NREM,late-recovery,Doppio
fast_gamma,mpta_wm_ref,1178.2561762226926,NREM,late-recovery,Doppio
fast_gamma,sr_wm_ref,7741.885691359072,NREM,late-recovery,Doppio
low_delta,mpta_wm_ref,17662.521449575717,wake,late-recovery,Doppio
low_delta,sr_wm_ref,55860.780299426326,wake,late-recovery,Doppio
delta,mpta_wm_ref,46456.64531447923,wake,late-recovery,Doppio
delta,sr_wm_ref,151773.30694175145,wake,late-recovery,Doppio
theta,mpta_wm_ref,20303.00062750359,wake,late-recovery,Doppio
theta,sr_wm_ref,161170.931352739,wake,late-recovery,Doppio
fast_gamma,mpta_wm_ref,1268.5312965681962,wake,late-recovery,Doppio
fast_gamma,sr_wm_ref,4964.009672901295,wake,late-recovery,Doppio
low_delta,mpta_wm_ref,32561.641914627977,all-SPW-states,late-recovery,Doppio
low_delta,sr_wm_ref,67188.20846744093,all-SPW-states,late-recovery,Doppio
delta,mpta_wm_ref,114699.98240063299,all-SPW-states,late-recovery,Doppio
delta,sr_wm_ref,186978.1496289793,all-SPW-states,late-recovery,Doppio
theta,mpta_wm_ref,34109.399856097836,all-SPW-states,late-recovery,Doppio
theta,sr_wm_ref,174486.6391139283,all-SPW-states,late-recovery,Doppio
fast_gamma,mpta_wm_ref,1281.9837025776853,all-SPW-states,late-recovery,Doppio
fast_gamma,sr_wm_ref,5601.478943843851,all-SPW-states,late-recovery,Doppio
low_delta,mpta_wm_ref,97919.5524637551,NREM,first2h-recovery,Doppio
low_delta,sr_wm_ref,104875.6631324865,NREM,first2h-recovery,Doppio
delta,mpta_wm_ref,541686.248594161,NREM,first2h-recovery,Doppio
delta,sr_wm_ref,372960.79303446756,NREM,first2h-recovery,Doppio
theta,mpta_wm_ref,79897.69398390749,NREM,first2h-recovery,Doppio
theta,sr_wm_ref,233467.90757432304,NREM,first2h-recovery,Doppio
fast_gamma,mpta_wm_ref,1085.4749567767265,NREM,first2h-recovery,Doppio
fast_gamma,sr_wm_ref,6665.319644348136,NREM,first2h-recovery,Doppio
low_delta,mpta_wm_ref,16360.767583922952,wake,first2h-recovery,Doppio
low_delta,sr_wm_ref,53003.86197974058,wake,first2h-recovery,Doppio
delta,mpta_wm_ref,44173.066132947395,wake,first2h-recovery,Doppio
delta,sr_wm_ref,142755.48959476547,wake,first2h-recovery,Doppio
theta,mpta_wm_ref,19505.831036949585,wake,first2h-recovery,Doppio
theta,sr_wm_ref,164023.55740242547,wake,first2h-recovery,Doppio
fast_gamma,mpta_wm_ref,1207.5846414293599,wake,first2h-recovery,Doppio
fast_gamma,sr_wm_ref,4636.335460734126,wake,first2h-recovery,Doppio
low_delta,mpta_wm_ref,91684.375680515,all-SPW-states,first2h-recovery,Doppio
low_delta,sr_wm_ref,101967.49860941543,all-SPW-states,first2h-recovery,Doppio
delta,mpta_wm_ref,506998.38459885184,all-SPW-states,first2h-recovery,Doppio
delta,sr_wm_ref,358611.3531185638,all-SPW-states,first2h-recovery,Doppio
theta,mpta_wm_ref,75025.65599336707,all-SPW-states,first2h-recovery,Doppio
theta,sr_wm_ref,226099.00895552753,all-SPW-states,first2h-recovery,Doppio
fast_gamma,mpta_wm_ref,1099.701985566272,all-SPW-states,first2h-recovery,Doppio
fast_gamma,sr_wm_ref,6480.240205709891,all-SPW-states,first2h-recovery,Doppio
low_delta,mpta_wm_ref,53616.84210182167,NREM,baseline-light-period,Doppio
low_delta,sr_wm_ref,82624.8167632447,NREM,baseline-light-period,Doppio
delta,mpta_wm_ref,225727.75539879245,NREM,baseline-light-period,Doppio
delta,sr_wm_ref,260882.92624312412,NREM,baseline-light-period,Doppio
theta,mpta_wm_ref,63118.49480977373,NREM,baseline-light-period,Doppio
theta,sr_wm_ref,206439.45648457005,NREM,baseline-light-period,Doppio
fast_gamma,mpta_wm_ref,959.875847518309,NREM,baseline-light-period,Doppio
fast_gamma,sr_wm_ref,6110.867879387108,NREM,baseline-light-period,Doppio
low_delta,mpta_wm_ref,9556.229687654955,wake,baseline-light-period,Doppio
low_delta,sr_wm_ref,36899.76376467454,wake,baseline-light-period,Doppio
delta,mpta_wm_ref,23488.533723178323,wake,baseline-light-period,Doppio
delta,sr_wm_ref,99634.09597965582,wake,baseline-light-period,Doppio
theta,mpta_wm_ref,13892.95984369505,wake,baseline-light-period,Doppio
theta,sr_wm_ref,158360.60138923628,wake,baseline-light-period,Doppio
fast_gamma,mpta_wm_ref,1010.7248173980773,wake,baseline-light-period,Doppio
fast_gamma,sr_wm_ref,3626.1748899753215,wake,baseline-light-period,Doppio
low_delta,mpta_wm_ref,35377.78170060336,all-SPW-states,baseline-light-period,Doppio
low_delta,sr_wm_ref,63696.75476423135,all-SPW-states,baseline-light-period,Doppio
delta,mpta_wm_ref,142010.04977627762,all-SPW-states,baseline-light-period,Doppio
delta,sr_wm_ref,194133.35119964238,all-SPW-states,baseline-light-period,Doppio
theta,mpta_wm_ref,42741.394802876865,all-SPW-states,baseline-light-period,Doppio
theta,sr_wm_ref,186537.02903162714,all-SPW-states,baseline-light-period,Doppio
fast_gamma,mpta_wm_ref,980.9249746674959,all-SPW-states,baseline-light-period,Doppio
fast_gamma,sr_wm_ref,5082.319635745503,all-SPW-states,baseline-light-period,Doppio
low_delta,mpta_wm_ref,47983.41128207118,NREM,first2h-recovery-match,Doppio
low_delta,sr_wm_ref,84490.93529715406,NREM,first2h-recovery-match,Doppio
delta,mpta_wm_ref,185312.00741822066,NREM,first2h-recovery-match,Doppio
delta,sr_wm_ref,259073.94893472784,NREM,first2h-recovery-match,Doppio
theta,mpta_wm_ref,60550.55386987998,NREM,first2h-recovery-match,Doppio
theta,sr_wm_ref,207859.85420418615,NREM,first2h-recovery-match,Doppio
fast_gamma,mpta_wm_ref,1016.4342210258575,NREM,first2h-recovery-match,Doppio
fast_gamma,sr_wm_ref,6563.323314372791,NREM,first2h-recovery-match,Doppio
low_delta,mpta_wm_ref,8675.797511098253,wake,first2h-recovery-match,Doppio
low_delta,sr_wm_ref,33082.9398183775,wake,first2h-recovery-match,Doppio
delta,mpta_wm_ref,22285.77312629085,wake,first2h-recovery-match,Doppio
delta,sr_wm_ref,93450.00287930577,wake,first2h-recovery-match,Doppio
theta,mpta_wm_ref,14362.467222691255,wake,first2h-recovery-match,Doppio
theta,sr_wm_ref,159312.8689205747,wake,first2h-recovery-match,Doppio
fast_gamma,mpta_wm_ref,1058.3527558865228,wake,first2h-recovery-match,Doppio
fast_gamma,sr_wm_ref,3483.2977645212154,wake,first2h-recovery-match,Doppio
low_delta,mpta_wm_ref,40407.96621821709,all-SPW-states,first2h-recovery-match,Doppio
low_delta,sr_wm_ref,75301.86540779044,all-SPW-states,first2h-recovery-match,Doppio
delta,mpta_wm_ref,158131.20791131182,all-SPW-states,first2h-recovery-match,Doppio
delta,sr_wm_ref,229808.72646801392,all-SPW-states,first2h-recovery-match,Doppio
theta,mpta_wm_ref,51777.93872157098,all-SPW-states,first2h-recovery-match,Doppio
theta,sr_wm_ref,194255.97187704625,all-SPW-states,first2h-recovery-match,Doppio
fast_gamma,mpta_wm_ref,1001.2846981112815,all-SPW-states,first2h-recovery-match,Doppio
fast_gamma,sr_wm_ref,5967.136297659913,all-SPW-states,first2h-recovery-match,Doppio
low_delta,mpta_wm_ref,,NREM,deprivation,Doppio
low_delta,sr_wm_ref,,NREM,deprivation,Doppio
delta,mpta_wm_ref,,NREM,deprivation,Doppio
delta,sr_wm_ref,,NREM,deprivation,Doppio
theta,mpta_wm_ref,,NREM,deprivation,Doppio
theta,sr_wm_ref,,NREM,deprivation,Doppio
fast_gamma,mpta_wm_ref,,NREM,deprivation,Doppio
fast_gamma,sr_wm_ref,,NREM,deprivation,Doppio
low_delta,mpta_wm_ref,16012.26721082092,wake,deprivation,Doppio
low_delta,sr_wm_ref,57512.691752355604,wake,deprivation,Doppio
delta,mpta_wm_ref,36277.51601672872,wake,deprivation,Doppio
delta,sr_wm_ref,159759.21103699962,wake,deprivation,Doppio
theta,mpta_wm_ref,16935.407833745394,wake,deprivation,Doppio
theta,sr_wm_ref,148468.99797001708,wake,deprivation,Doppio
fast_gamma,mpta_wm_ref,1615.6971055736096,wake,deprivation,Doppio
fast_gamma,sr_wm_ref,6658.626778381406,wake,deprivation,Doppio
low_delta,mpta_wm_ref,16012.26721082092,all-SPW-states,deprivation,Doppio
low_delta,sr_wm_ref,57512.691752355604,all-SPW-states,deprivation,Doppio
delta,mpta_wm_ref,36277.51601672872,all-SPW-states,deprivation,Doppio
delta,sr_wm_ref,159759.21103699962,all-SPW-states,deprivation,Doppio
theta,mpta_wm_ref,16935.407833745394,all-SPW-states,deprivation,Doppio
theta,sr_wm_ref,148468.99797001708,all-SPW-states,deprivation,Doppio
fast_gamma,mpta_wm_ref,1615.6971055736096,all-SPW-states,deprivation,Doppio
fast_gamma,sr_wm_ref,6658.626778381406,all-SPW-states,deprivation,Doppio
low_delta,mpta_wm_ref,,NREM,early-deprivation,Doppio
low_delta,sr_wm_ref,,NREM,early-deprivation,Doppio
delta,mpta_wm_ref,,NREM,early-deprivation,Doppio
delta,sr_wm_ref,,NREM,early-deprivation,Doppio
theta,mpta_wm_ref,,NREM,early-deprivation,Doppio
theta,sr_wm_ref,,NREM,early-deprivation,Doppio
fast_gamma,mpta_wm_ref,,NREM,early-deprivation,Doppio
fast_gamma,sr_wm_ref,,NREM,early-deprivation,Doppio
low_delta,mpta_wm_ref,18358.458887060813,wake,early-deprivation,Doppio
low_delta,sr_wm_ref,37134.98204994328,wake,early-deprivation,Doppio
delta,mpta_wm_ref,27484.83792712235,wake,early-deprivation,Doppio
delta,sr_wm_ref,90814.71120365693,wake,early-deprivation,Doppio
theta,mpta_wm_ref,15719.7689961241,wake,early-deprivation,Doppio
theta,sr_wm_ref,148597.8824182366,wake,early-deprivation,Doppio
fast_gamma,mpta_wm_ref,1563.2806001826098,wake,early-deprivation,Doppio
fast_gamma,sr_wm_ref,5698.9219633958755,wake,early-deprivation,Doppio
low_delta,mpta_wm_ref,18358.458887060813,all-SPW-states,early-deprivation,Doppio
low_delta,sr_wm_ref,37134.98204994328,all-SPW-states,early-deprivation,Doppio
delta,mpta_wm_ref,27484.83792712235,all-SPW-states,early-deprivation,Doppio
delta,sr_wm_ref,90814.71120365693,all-SPW-states,early-deprivation,Doppio
theta,mpta_wm_ref,15719.7689961241,all-SPW-states,early-deprivation,Doppio
theta,sr_wm_ref,148597.8824182366,all-SPW-states,early-deprivation,Doppio
fast_gamma,mpta_wm_ref,1563.2806001826098,all-SPW-states,early-deprivation,Doppio
fast_gamma,sr_wm_ref,5698.9219633958755,all-SPW-states,early-deprivation,Doppio
low_delta,mpta_wm_ref,,NREM,late-deprivation,Doppio
low_delta,sr_wm_ref,,NREM,late-deprivation,Doppio
delta,mpta_wm_ref,,NREM,late-deprivation,Doppio
delta,sr_wm_ref,,NREM,late-deprivation,Doppio
theta,mpta_wm_ref,,NREM,late-deprivation,Doppio
theta,sr_wm_ref,,NREM,late-deprivation,Doppio
fast_gamma,mpta_wm_ref,,NREM,late-deprivation,Doppio
fast_gamma,sr_wm_ref,,NREM,late-deprivation,Doppio
low_delta,mpta_wm_ref,17896.420605038642,wake,late-deprivation,Doppio
low_delta,sr_wm_ref,65067.41702023532,wake,late-deprivation,Doppio
delta,mpta_wm_ref,65607.09311774664,wake,late-deprivation,Doppio
delta,sr_wm_ref,186748.9603871867,wake,late-deprivation,Doppio
theta,mpta_wm_ref,24023.52711407742,wake,late-deprivation,Doppio
theta,sr_wm_ref,156322.22825486236,wake,late-deprivation,Doppio
fast_gamma,mpta_wm_ref,1616.830735365994,wake,late-deprivation,Doppio
fast_gamma,sr_wm_ref,7502.146225032703,wake,late-deprivation,Doppio
low_delta,mpta_wm_ref,17896.420605038642,all-SPW-states,late-deprivation,Doppio
low_delta,sr_wm_ref,65067.41702023532,all-SPW-states,late-deprivation,Doppio
delta,mpta_wm_ref,65607.09311774664,all-SPW-states,late-deprivation,Doppio
delta,sr_wm_ref,186748.9603871867,all-SPW-states,late-deprivation,Doppio
theta,mpta_wm_ref,24023.52711407742,all-SPW-states,late-deprivation,Doppio
theta,sr_wm_ref,156322.22825486236,all-SPW-states,late-deprivation,Doppio
fast_gamma,mpta_wm_ref,1616.830735365994,all-SPW-states,late-deprivation,Doppio
fast_gamma,sr_wm_ref,7502.146225032703,all-SPW-states,late-deprivation,Doppio
low_delta,mpta_wm_ref,46622.50183220845,NREM,recovery,Alessandro
low_delta,sr_wm_ref,116489.63129696457,NREM,recovery,Alessandro
delta,mpta_wm_ref,313016.51052048884,NREM,recovery,Alessandro
delta,sr_wm_ref,490706.6015453842,NREM,recovery,Alessandro
theta,mpta_wm_ref,70464.29541948653,NREM,recovery,Alessandro
theta,sr_wm_ref,294398.61076004175,NREM,recovery,Alessandro
fast_gamma,mpta_wm_ref,1123.133660014565,NREM,recovery,Alessandro
fast_gamma,sr_wm_ref,9598.91169840991,NREM,recovery,Alessandro
low_delta,mpta_wm_ref,9953.746398536425,wake,recovery,Alessandro
low_delta,sr_wm_ref,60334.92711776781,wake,recovery,Alessandro
delta,mpta_wm_ref,52646.27668336123,wake,recovery,Alessandro
delta,sr_wm_ref,234895.93859547377,wake,recovery,Alessandro
theta,mpta_wm_ref,31643.41023124707,wake,recovery,Alessandro
theta,sr_wm_ref,197150.13653973755,wake,recovery,Alessandro
fast_gamma,mpta_wm_ref,1115.5946390753645,wake,recovery,Alessandro
fast_gamma,sr_wm_ref,5568.185953114198,wake,recovery,Alessandro
low_delta,mpta_wm_ref,42474.11737910617,all-SPW-states,recovery,Alessandro
low_delta,sr_wm_ref,110136.77587467134,all-SPW-states,recovery,Alessandro
delta,mpta_wm_ref,283560.48406618764,all-SPW-states,recovery,Alessandro
delta,sr_wm_ref,461766.405332869,all-SPW-states,recovery,Alessandro
theta,mpta_wm_ref,66072.437701221,all-SPW-states,recovery,Alessandro
theta,sr_wm_ref,283396.76317148213,all-SPW-states,recovery,Alessandro
fast_gamma,mpta_wm_ref,1122.2807606759882,all-SPW-states,recovery,Alessandro
fast_gamma,sr_wm_ref,9142.910401972409,all-SPW-states,recovery,Alessandro
low_delta,mpta_wm_ref,40272.09748713234,NREM,early-recovery,Alessandro
low_delta,sr_wm_ref,127132.97259063489,NREM,early-recovery,Alessandro
delta,mpta_wm_ref,372976.8614467231,NREM,early-recovery,Alessandro
delta,sr_wm_ref,594216.6052449456,NREM,early-recovery,Alessandro
theta,mpta_wm_ref,80928.7238016217,NREM,early-recovery,Alessandro
theta,sr_wm_ref,344036.4301110132,NREM,early-recovery,Alessandro
fast_gamma,mpta_wm_ref,1122.1301683508182,NREM,early-recovery,Alessandro
fast_gamma,sr_wm_ref,10650.825293819937,NREM,early-recovery,Alessandro
low_delta,mpta_wm_ref,9953.746398536425,wake,early-recovery,Alessandro
low_delta,sr_wm_ref,60334.92711776781,wake,early-recovery,Alessandro
delta,mpta_wm_ref,52646.27668336123,wake,early-recovery,Alessandro
delta,sr_wm_ref,234895.93859547377,wake,early-recovery,Alessandro
theta,mpta_wm_ref,31643.41023124707,wake,early-recovery,Alessandro
theta,sr_wm_ref,197150.13653973755,wake,early-recovery,Alessandro
fast_gamma,mpta_wm_ref,1115.5946390753645,wake,early-recovery,Alessandro
fast_gamma,sr_wm_ref,5568.185953114198,wake,early-recovery,Alessandro
low_delta,mpta_wm_ref,39399.929885546335,all-SPW-states,early-recovery,Alessandro
low_delta,sr_wm_ref,125370.57981296176,all-SPW-states,early-recovery,Alessandro
delta,mpta_wm_ref,363858.3965833563,all-SPW-states,early-recovery,Alessandro
delta,sr_wm_ref,584556.5981390015,all-SPW-states,early-recovery,Alessandro
theta,mpta_wm_ref,79313.9410839396,all-SPW-states,early-recovery,Alessandro
theta,sr_wm_ref,338007.59442437097,all-SPW-states,early-recovery,Alessandro
fast_gamma,mpta_wm_ref,1121.660265519403,all-SPW-states,early-recovery,Alessandro
fast_gamma,sr_wm_ref,10477.912444031594,all-SPW-states,early-recovery,Alessandro
low_delta,mpta_wm_ref,45229.96109727835,NREM,late-recovery,Alessandro
low_delta,sr_wm_ref,94799.18688813812,NREM,late-recovery,Alessandro
delta,mpta_wm_ref,234355.13926456196,NREM,late-recovery,Alessandro
delta,sr_wm_ref,384521.4030742454,NREM,late-recovery,Alessandro
theta,mpta_wm_ref,70439.94453637797,NREM,late-recovery,Alessandro
theta,sr_wm_ref,261769.17016495793,NREM,late-recovery,Alessandro
fast_gamma,mpta_wm_ref,1182.9216455466508,NREM,late-recovery,Alessandro
fast_gamma,sr_wm_ref,9161.858811098475,NREM,late-recovery,Alessandro
low_delta,mpta_wm_ref,9953.746398536425,wake,late-recovery,Alessandro
low_delta,sr_wm_ref,60334.92711776781,wake,late-recovery,Alessandro
delta,mpta_wm_ref,52646.27668336123,wake,late-recovery,Alessandro
delta,sr_wm_ref,234895.93859547377,wake,late-recovery,Alessandro
theta,mpta_wm_ref,31643.41023124707,wake,late-recovery,Alessandro
theta,sr_wm_ref,197150.13653973755,wake,late-recovery,Alessandro
fast_gamma,mpta_wm_ref,1115.5946390753645,wake,late-recovery,Alessandro
fast_gamma,sr_wm_ref,5568.185953114198,wake,late-recovery,Alessandro
low_delta,mpta_wm_ref,39395.85015234459,all-SPW-states,late-recovery,Alessandro
low_delta,sr_wm_ref,87759.43577471841,all-SPW-states,late-recovery,Alessandro
delta,mpta_wm_ref,205915.35835506945,all-SPW-states,late-recovery,Alessandro
delta,sr_wm_ref,353432.83264231216,all-SPW-states,late-recovery,Alessandro
theta,mpta_wm_ref,64478.59637572027,all-SPW-states,late-recovery,Alessandro
theta,sr_wm_ref,248536.87953925953,all-SPW-states,late-recovery,Alessandro
fast_gamma,mpta_wm_ref,1187.04256932425,all-SPW-states,late-recovery,Alessandro
fast_gamma,sr_wm_ref,8698.374807846803,all-SPW-states,late-recovery,Alessandro
low_delta,mpta_wm_ref,44882.55579659846,NREM,first2h-recovery,Alessandro
low_delta,sr_wm_ref,128659.2114252667,NREM,first2h-recovery,Alessandro
delta,mpta_wm_ref,370330.36479571817,NREM,first2h-recovery,Alessandro
delta,sr_wm_ref,563126.4048571361,NREM,first2h-recovery,Alessandro
theta,mpta_wm_ref,73480.78894347834,NREM,first2h-recovery,Alessandro
theta,sr_wm_ref,321067.8681864817,NREM,first2h-recovery,Alessandro
fast_gamma,mpta_wm_ref,1093.2493836355513,NREM,first2h-recovery,Alessandro
