band,region,power,state,condition,subject
fast_gamma,sr_wm_ref,9783.090882362201,NREM,first2h-recovery,Alessandro
low_delta,mpta_wm_ref,9953.746398536425,wake,first2h-recovery,Alessandro
low_delta,sr_wm_ref,60334.92711776781,wake,first2h-recovery,Alessandro
delta,mpta_wm_ref,52646.27668336123,wake,first2h-recovery,Alessandro
delta,sr_wm_ref,234895.93859547377,wake,first2h-recovery,Alessandro
theta,mpta_wm_ref,31643.41023124707,wake,first2h-recovery,Alessandro
theta,sr_wm_ref,197150.13653973755,wake,first2h-recovery,Alessandro
fast_gamma,mpta_wm_ref,1115.5946390753645,wake,first2h-recovery,Alessandro
fast_gamma,sr_wm_ref,5568.185953114198,wake,first2h-recovery,Alessandro
low_delta,mpta_wm_ref,43339.39389179043,all-SPW-states,first2h-recovery,Alessandro
low_delta,sr_wm_ref,125278.25842330501,all-SPW-states,first2h-recovery,Alessandro
delta,mpta_wm_ref,356844.3363277055,all-SPW-states,first2h-recovery,Alessandro
delta,sr_wm_ref,548329.0235162692,all-SPW-states,first2h-recovery,Alessandro
theta,mpta_wm_ref,71616.9210655533,all-SPW-states,first2h-recovery,Alessandro
theta,sr_wm_ref,313878.18828236574,all-SPW-states,first2h-recovery,Alessandro
fast_gamma,mpta_wm_ref,1091.4696127328964,all-SPW-states,first2h-recovery,Alessandro
fast_gamma,sr_wm_ref,9551.448359619832,all-SPW-states,first2h-recovery,Alessandro
low_delta,mpta_wm_ref,36350.670963763274,NREM,baseline-light-period,Alessandro
low_delta,sr_wm_ref,114171.21918991438,NREM,baseline-light-period,Alessandro
delta,mpta_wm_ref,208874.5975866067,NREM,baseline-light-period,Alessandro
delta,sr_wm_ref,427650.53943179786,NREM,baseline-light-period,Alessandro
theta,mpta_wm_ref,66988.6613572101,NREM,baseline-light-period,Alessandro
theta,sr_wm_ref,265181.5351424837,NREM,baseline-light-period,Alessandro
fast_gamma,mpta_wm_ref,1233.2217082578695,NREM,baseline-light-period,Alessandro
fast_gamma,sr_wm_ref,9274.256531233497,NREM,baseline-light-period,Alessandro
low_delta,mpta_wm_ref,7192.150176726985,wake,baseline-light-period,Alessandro
low_delta,sr_wm_ref,52980.97202071285,wake,baseline-light-period,Alessandro
delta,mpta_wm_ref,28715.633151625443,wake,baseline-light-period,Alessandro
delta,sr_wm_ref,194105.08148720543,wake,baseline-light-period,Alessandro
theta,mpta_wm_ref,24769.027860285016,wake,baseline-light-period,Alessandro
theta,sr_wm_ref,183752.36807327683,wake,baseline-light-period,Alessandro
fast_gamma,mpta_wm_ref,1265.7226143244059,wake,baseline-light-period,Alessandro
fast_gamma,sr_wm_ref,5898.355847313548,wake,baseline-light-period,Alessandro
low_delta,mpta_wm_ref,25562.93929168246,all-SPW-states,baseline-light-period,Alessandro
low_delta,sr_wm_ref,91532.76053040926,all-SPW-states,baseline-light-period,Alessandro
delta,mpta_wm_ref,142221.47135845377,all-SPW-states,baseline-light-period,Alessandro
delta,sr_wm_ref,341246.0969039861,all-SPW-states,baseline-light-period,Alessandro
theta,mpta_wm_ref,51368.730538877506,all-SPW-states,baseline-light-period,Alessandro
theta,sr_wm_ref,235055.31539905324,all-SPW-states,baseline-light-period,Alessandro
fast_gamma,mpta_wm_ref,1245.2460169087094,all-SPW-states,baseline-light-period,Alessandro
fast_gamma,sr_wm_ref,8025.2799114759255,all-SPW-states,baseline-light-period,Alessandro
low_delta,mpta_wm_ref,30882.771760821193,NREM,first2h-recovery-match,Alessandro
low_delta,sr_wm_ref,109371.86575485961,NREM,first2h-recovery-match,Alessandro
delta,mpta_wm_ref,142921.3998317372,NREM,first2h-recovery-match,Alessandro
delta,sr_wm_ref,392054.2213661423,NREM,first2h-recovery-match,Alessandro
theta,mpta_wm_ref,62650.883012063256,NREM,first2h-recovery-match,Alessandro
theta,sr_wm_ref,249605.3201116623,NREM,first2h-recovery-match,Alessandro
fast_gamma,mpta_wm_ref,1127.014416765259,NREM,first2h-recovery-match,Alessandro
fast_gamma,sr_wm_ref,8732.49784191408,NREM,first2h-recovery-match,Alessandro
low_delta,mpta_wm_ref,7802.5754924303865,wake,first2h-recovery-match,Alessandro
low_delta,sr_wm_ref,59670.31488149742,wake,first2h-recovery-match,Alessandro
delta,mpta_wm_ref,31592.462797728043,wake,first2h-recovery-match,Alessandro
delta,sr_wm_ref,218979.64302141598,wake,first2h-recovery-match,Alessandro
theta,mpta_wm_ref,24675.775916217397,wake,first2h-recovery-match,Alessandro
theta,sr_wm_ref,177751.37452904668,wake,first2h-recovery-match,Alessandro
fast_gamma,mpta_wm_ref,1258.0688396638752,wake,first2h-recovery-match,Alessandro
fast_gamma,sr_wm_ref,5749.441649012601,wake,first2h-recovery-match,Alessandro
low_delta,mpta_wm_ref,24844.187918184394,all-SPW-states,first2h-recovery-match,Alessandro
low_delta,sr_wm_ref,89067.74790516552,all-SPW-states,first2h-recovery-match,Alessandro
delta,mpta_wm_ref,116437.428282548,all-SPW-states,first2h-recovery-match,Alessandro
delta,sr_wm_ref,327678.83632144396,all-SPW-states,first2h-recovery-match,Alessandro
theta,mpta_wm_ref,51330.47704689652,all-SPW-states,first2h-recovery-match,Alessandro
theta,sr_wm_ref,221341.46967296832,all-SPW-states,first2h-recovery-match,Alessandro
fast_gamma,mpta_wm_ref,1093.4604006157128,all-SPW-states,first2h-recovery-match,Alessandro
fast_gamma,sr_wm_ref,7476.738230068315,all-SPW-states,first2h-recovery-match,Alessandro
low_delta,mpta_wm_ref,,NREM,deprivation,Alessandro
low_delta,sr_wm_ref,,NREM,deprivation,Alessandro
delta,mpta_wm_ref,,NREM,deprivation,Alessandro
delta,sr_wm_ref,,NREM,deprivation,Alessandro
theta,mpta_wm_ref,,NREM,deprivation,Alessandro
theta,sr_wm_ref,,NREM,deprivation,Alessandro
fast_gamma,mpta_wm_ref,,NREM,deprivation,Alessandro
fast_gamma,sr_wm_ref,,NREM,deprivation,Alessandro
low_delta,mpta_wm_ref,6078.353577880972,wake,deprivation,Alessandro
low_delta,sr_wm_ref,46311.39001519639,wake,deprivation,Alessandro
delta,mpta_wm_ref,16882.74718296426,wake,deprivation,Alessandro
delta,sr_wm_ref,172795.3304674709,wake,deprivation,Alessandro
theta,mpta_wm_ref,29318.041460958182,wake,deprivation,Alessandro
theta,sr_wm_ref,173673.87725277778,wake,deprivation,Alessandro
fast_gamma,mpta_wm_ref,1789.5805662041887,wake,deprivation,Alessandro
fast_gamma,sr_wm_ref,10403.876008328232,wake,deprivation,Alessandro
low_delta,mpta_wm_ref,6078.353577880972,all-SPW-states,deprivation,Alessandro
low_delta,sr_wm_ref,46311.39001519639,all-SPW-states,deprivation,Alessandro
delta,mpta_wm_ref,16882.74718296426,all-SPW-states,deprivation,Alessandro
delta,sr_wm_ref,172795.3304674709,all-SPW-states,deprivation,Alessandro
theta,mpta_wm_ref,29318.041460958182,all-SPW-states,deprivation,Alessandro
theta,sr_wm_ref,173673.87725277778,all-SPW-states,deprivation,Alessandro
fast_gamma,mpta_wm_ref,1789.5805662041887,all-SPW-states,deprivation,Alessandro
fast_gamma,sr_wm_ref,10403.876008328232,all-SPW-states,deprivation,Alessandro
low_delta,mpta_wm_ref,,NREM,early-deprivation,Alessandro
low_delta,sr_wm_ref,,NREM,early-deprivation,Alessandro
delta,mpta_wm_ref,,NREM,early-deprivation,Alessandro
delta,sr_wm_ref,,NREM,early-deprivation,Alessandro
theta,mpta_wm_ref,,NREM,early-deprivation,Alessandro
theta,sr_wm_ref,,NREM,early-deprivation,Alessandro
fast_gamma,mpta_wm_ref,,NREM,early-deprivation,Alessandro
fast_gamma,sr_wm_ref,,NREM,early-deprivation,Alessandro
low_delta,mpta_wm_ref,6567.126489602581,wake,early-deprivation,Alessandro
low_delta,sr_wm_ref,33149.03169740672,wake,early-deprivation,Alessandro
delta,mpta_wm_ref,15163.79502780303,wake,early-deprivation,Alessandro
delta,sr_wm_ref,121816.72773767139,wake,early-deprivation,Alessandro
theta,mpta_wm_ref,27458.356553023954,wake,early-deprivation,Alessandro
theta,sr_wm_ref,167214.61568052368,wake,early-deprivation,Alessandro
fast_gamma,mpta_wm_ref,1724.8627990800555,wake,early-deprivation,Alessandro
fast_gamma,sr_wm_ref,10346.334562379592,wake,early-deprivation,Alessandro
low_delta,mpta_wm_ref,6567.126489602581,all-SPW-states,early-deprivation,Alessandro
low_delta,sr_wm_ref,33149.03169740672,all-SPW-states,early-deprivation,Alessandro
delta,mpta_wm_ref,15163.79502780303,all-SPW-states,early-deprivation,Alessandro
delta,sr_wm_ref,121816.72773767139,all-SPW-states,early-deprivation,Alessandro
theta,mpta_wm_ref,27458.356553023954,all-SPW-states,early-deprivation,Alessandro
theta,sr_wm_ref,167214.61568052368,all-SPW-states,early-deprivation,Alessandro
fast_gamma,mpta_wm_ref,1724.8627990800555,all-SPW-states,early-deprivation,Alessandro
fast_gamma,sr_wm_ref,10346.334562379592,all-SPW-states,early-deprivation,Alessandro
low_delta,mpta_wm_ref,,NREM,late-deprivation,Alessandro
low_delta,sr_wm_ref,,NREM,late-deprivation,Alessandro
delta,mpta_wm_ref,,NREM,late-deprivation,Alessandro
delta,sr_wm_ref,,NREM,late-deprivation,Alessandro
theta,mpta_wm_ref,,NREM,late-deprivation,Alessandro
theta,sr_wm_ref,,NREM,late-deprivation,Alessandro
fast_gamma,mpta_wm_ref,,NREM,late-deprivation,Alessandro
fast_gamma,sr_wm_ref,,NREM,late-deprivation,Alessandro
low_delta,mpta_wm_ref,6771.285647443124,wake,late-deprivation,Alessandro
low_delta,sr_wm_ref,57578.087137005474,wake,late-deprivation,Alessandro
delta,mpta_wm_ref,18426.74208125666,wake,late-deprivation,Alessandro
delta,sr_wm_ref,208043.17149357122,wake,late-deprivation,Alessandro
theta,mpta_wm_ref,33310.35614161061,wake,late-deprivation,Alessandro
theta,sr_wm_ref,199929.0770542084,wake,late-deprivation,Alessandro
fast_gamma,mpta_wm_ref,1942.7321656032414,wake,late-deprivation,Alessandro
fast_gamma,sr_wm_ref,12349.741945319169,wake,late-deprivation,Alessandro
low_delta,mpta_wm_ref,6771.285647443124,all-SPW-states,late-deprivation,Alessandro
low_delta,sr_wm_ref,57578.087137005474,all-SPW-states,late-deprivation,Alessandro
delta,mpta_wm_ref,18426.74208125666,all-SPW-states,late-deprivation,Alessandro
delta,sr_wm_ref,208043.17149357122,all-SPW-states,late-deprivation,Alessandro
theta,mpta_wm_ref,33310.35614161061,all-SPW-states,late-deprivation,Alessandro
theta,sr_wm_ref,199929.0770542084,all-SPW-states,late-deprivation,Alessandro
fast_gamma,mpta_wm_ref,1942.7321656032414,all-SPW-states,late-deprivation,Alessandro
fast_gamma,sr_wm_ref,12349.741945319169,all-SPW-states,late-deprivation,Alessandro
low_delta,mpta_wm_ref,68329.35392220948,NREM,recovery,Eugene
low_delta,sr_wm_ref,77742.16105743583,NREM,recovery,Eugene
delta,mpta_wm_ref,353795.18251442927,NREM,recovery,Eugene
delta,sr_wm_ref,294400.5264139675,NREM,recovery,Eugene
theta,mpta_wm_ref,56158.83059785024,NREM,recovery,Eugene
theta,sr_wm_ref,261053.66894700695,NREM,recovery,Eugene
fast_gamma,mpta_wm_ref,1194.4256951309026,NREM,recovery,Eugene
fast_gamma,sr_wm_ref,7565.457273670072,NREM,recovery,Eugene
low_delta,mpta_wm_ref,13927.300988087816,wake,recovery,Eugene
low_delta,sr_wm_ref,63637.29215507702,wake,recovery,Eugene
delta,mpta_wm_ref,48471.44474284275,wake,recovery,Eugene
delta,sr_wm_ref,190213.60657355253,wake,recovery,Eugene
theta,mpta_wm_ref,17270.449872708872,wake,recovery,Eugene
theta,sr_wm_ref,232158.17190082357,wake,recovery,Eugene
fast_gamma,mpta_wm_ref,1395.1378824183532,wake,recovery,Eugene
fast_gamma,sr_wm_ref,5541.511772195427,wake,recovery,Eugene
low_delta,mpta_wm_ref,61904.80922408454,all-SPW-states,recovery,Eugene
low_delta,sr_wm_ref,76076.463609692,all-SPW-states,recovery,Eugene
delta,mpta_wm_ref,317738.3446762054,all-SPW-states,recovery,Eugene
delta,sr_wm_ref,282096.69802195305,all-SPW-states,recovery,Eugene
theta,mpta_wm_ref,51566.3542714714,all-SPW-states,recovery,Eugene
theta,sr_wm_ref,257641.29014261602,all-SPW-states,recovery,Eugene
fast_gamma,mpta_wm_ref,1218.128558334398,all-SPW-states,recovery,Eugene
fast_gamma,sr_wm_ref,7326.4418755464185,all-SPW-states,recovery,Eugene
low_delta,mpta_wm_ref,63922.173990951975,NREM,early-recovery,Eugene
low_delta,sr_wm_ref,82324.06494990755,NREM,early-recovery,Eugene
delta,mpta_wm_ref,447565.87969885813,NREM,early-recovery,Eugene
delta,sr_wm_ref,338078.6315805539,NREM,early-recovery,Eugene
theta,mpta_wm_ref,67000.74129702064,NREM,early-recovery,Eugene
theta,sr_wm_ref,278244.27503696206,NREM,early-recovery,Eugene
fast_gamma,mpta_wm_ref,1266.5791837281313,NREM,early-recovery,Eugene
fast_gamma,sr_wm_ref,8209.901937084152,NREM,early-recovery,Eugene
low_delta,mpta_wm_ref,13927.300988087816,wake,early-recovery,Eugene
low_delta,sr_wm_ref,63637.29215507702,wake,early-recovery,Eugene
delta,mpta_wm_ref,48471.44474284275,wake,early-recovery,Eugene
delta,sr_wm_ref,190213.60657355253,wake,early-recovery,Eugene
theta,mpta_wm_ref,17270.449872708872,wake,early-recovery,Eugene
theta,sr_wm_ref,232158.17190082357,wake,early-recovery,Eugene
fast_gamma,mpta_wm_ref,1395.1378824183532,wake,early-recovery,Eugene
fast_gamma,sr_wm_ref,5541.511772195427,wake,early-recovery,Eugene
low_delta,mpta_wm_ref,61613.24859213778,all-SPW-states,early-recovery,Eugene
low_delta,sr_wm_ref,83546.23983443485,all-SPW-states,early-recovery,Eugene
delta,mpta_wm_ref,431341.3275219151,all-SPW-states,early-recovery,Eugene
delta,sr_wm_ref,337731.7399365847,all-SPW-states,early-recovery,Eugene
theta,mpta_wm_ref,64261.51007129008,all-SPW-states,early-recovery,Eugene
theta,sr_wm_ref,273855.09774971654,all-SPW-states,early-recovery,Eugene
fast_gamma,mpta_wm_ref,1284.698812135601,all-SPW-states,early-recovery,Eugene
fast_gamma,sr_wm_ref,8086.891013384863,all-SPW-states,early-recovery,Eugene
low_delta,mpta_wm_ref,54402.028415623216,NREM,late-recovery,Eugene
low_delta,sr_wm_ref,69427.92336122066,NREM,late-recovery,Eugene
delta,mpta_wm_ref,201680.18782425445,NREM,late-recovery,Eugene
delta,sr_wm_ref,250108.20655145033,NREM,late-recovery,Eugene
theta,mpta_wm_ref,49052.20869359895,NREM,late-recovery,Eugene
theta,sr_wm_ref,266812.81839698367,NREM,late-recovery,Eugene
fast_gamma,mpta_wm_ref,1257.0764041114371,NREM,late-recovery,Eugene
fast_gamma,sr_wm_ref,8459.446263034053,NREM,late-recovery,Eugene
low_delta,mpta_wm_ref,13927.300988087816,wake,late-recovery,Eugene
low_delta,sr_wm_ref,63637.29215507702,wake,late-recovery,Eugene
delta,mpta_wm_ref,48471.44474284275,wake,late-recovery,Eugene
delta,sr_wm_ref,190213.60657355253,wake,late-recovery,Eugene
theta,mpta_wm_ref,17270.449872708872,wake,late-recovery,Eugene
theta,sr_wm_ref,232158.17190082357,wake,late-recovery,Eugene
fast_gamma,mpta_wm_ref,1395.1378824183532,wake,late-recovery,Eugene
fast_gamma,sr_wm_ref,5541.511772195427,wake,late-recovery,Eugene
low_delta,mpta_wm_ref,45272.59733411969,all-SPW-states,late-recovery,Eugene
low_delta,sr_wm_ref,66672.80506246262,all-SPW-states,late-recovery,Eugene
delta,mpta_wm_ref,163949.14253497453,all-SPW-states,late-recovery,Eugene
delta,sr_wm_ref,233793.4768667851,all-SPW-states,late-recovery,Eugene
theta,mpta_wm_ref,41721.298131298005,all-SPW-states,late-recovery,Eugene
theta,sr_wm_ref,254941.3281449764,all-SPW-states,late-recovery,Eugene
fast_gamma,mpta_wm_ref,1301.0643722571563,all-SPW-states,late-recovery,Eugene
fast_gamma,sr_wm_ref,7855.116136125271,all-SPW-states,late-recovery,Eugene
low_delta,mpta_wm_ref,69783.17008138681,NREM,first2h-recovery,Eugene
low_delta,sr_wm_ref,81090.5937135344,NREM,first2h-recovery,Eugene
delta,mpta_wm_ref,425701.9753970281,NREM,first2h-recovery,Eugene
delta,sr_wm_ref,323234.36766222055,NREM,first2h-recovery,Eugene
theta,mpta_wm_ref,61548.91536413749,NREM,first2h-recovery,Eugene
theta,sr_wm_ref,267043.96512759896,NREM,first2h-recovery,Eugene
fast_gamma,mpta_wm_ref,1199.9388662369881,NREM,first2h-recovery,Eugene
fast_gamma,sr_wm_ref,7573.49737148382,NREM,first2h-recovery,Eugene
low_delta,mpta_wm_ref,13927.300988087816,wake,first2h-recovery,Eugene
low_delta,sr_wm_ref,63637.29215507702,wake,first2h-recovery,Eugene
delta,mpta_wm_ref,48471.44474284275,wake,first2h-recovery,Eugene
delta,sr_wm_ref,190213.60657355253,wake,first2h-recovery,Eugene
theta,mpta_wm_ref,17270.449872708872,wake,first2h-recovery,Eugene
theta,sr_wm_ref,232158.17190082357,wake,first2h-recovery,Eugene
fast_gamma,mpta_wm_ref,1395.1378824183532,wake,first2h-recovery,Eugene
fast_gamma,sr_wm_ref,5541.511772195427,wake,first2h-recovery,Eugene
low_delta,mpta_wm_ref,64824.86804665854,all-SPW-states,first2h-recovery,Eugene
low_delta,sr_wm_ref,79591.6782931609,all-SPW-states,first2h-recovery,Eugene
delta,mpta_wm_ref,403228.0524023214,all-SPW-states,first2h-recovery,Eugene
delta,sr_wm_ref,313228.6904281363,all-SPW-states,first2h-recovery,Eugene
theta,mpta_wm_ref,59307.40582912141,all-SPW-states,first2h-recovery,Eugene
theta,sr_wm_ref,265914.6937954192,all-SPW-states,first2h-recovery,Eugene
fast_gamma,mpta_wm_ref,1222.664689479419,all-SPW-states,first2h-recovery,Eugene
fast_gamma,sr_wm_ref,7416.67187526522,all-SPW-states,first2h-recovery,Eugene
low_delta,mpta_wm_ref,69727.74052715223,NREM,baseline-light-period,Eugene
low_delta,sr_wm_ref,76898.58193023306,NREM,baseline-light-period,Eugene
delta,mpta_wm_ref,257810.42357148597,NREM,baseline-light-period,Eugene
delta,sr_wm_ref,261702.68196516196,NREM,baseline-light-period,Eugene
theta,mpta_wm_ref,56942.75084954499,NREM,baseline-light-period,Eugene
theta,sr_wm_ref,235069.02985189046,NREM,baseline-light-period,Eugene
fast_gamma,mpta_wm_ref,1248.6501256097654,NREM,baseline-light-period,Eugene
fast_gamma,sr_wm_ref,7190.417784969699,NREM,baseline-light-period,Eugene
low_delta,mpta_wm_ref,18560.27953465801,wake,baseline-light-period,Eugene
low_delta,sr_wm_ref,52020.01292269932,wake,baseline-light-period,Eugene
delta,mpta_wm_ref,36177.27610911523,wake,baseline-light-period,Eugene
delta,sr_wm_ref,156631.3501216492,wake,baseline-light-period,Eugene
theta,mpta_wm_ref,15075.50467786723,wake,baseline-light-period,Eugene
theta,sr_wm_ref,195552.07666833277,wake,baseline-light-period,Eugene
fast_gamma,mpta_wm_ref,1442.7853233493554,wake,baseline-light-period,Eugene
fast_gamma,sr_wm_ref,6276.920345321174,wake,baseline-light-period,Eugene
low_delta,mpta_wm_ref,44966.15737375839,all-SPW-states,baseline-light-period,Eugene
low_delta,sr_wm_ref,64859.0407204814,all-SPW-states,baseline-light-period,Eugene
delta,mpta_wm_ref,150555.00178608764,all-SPW-states,baseline-light-period,Eugene
delta,sr_wm_ref,210855.27875196308,all-SPW-states,baseline-light-period,Eugene
theta,mpta_wm_ref,36681.8413305896,all-SPW-states,baseline-light-period,Eugene
theta,sr_wm_ref,215945.50284383836,all-SPW-states,baseline-light-period,Eugene
fast_gamma,mpta_wm_ref,1342.598403452484,all-SPW-states,baseline-light-period,Eugene
fast_gamma,sr_wm_ref,6748.346938116694,all-SPW-states,baseline-light-period,Eugene
low_delta,mpta_wm_ref,54416.283953609556,NREM,first2h-recovery-match,Eugene
low_delta,sr_wm_ref,66980.25625457206,NREM,first2h-recovery-match,Eugene
delta,mpta_wm_ref,136917.387612396,NREM,first2h-recovery-match,Eugene
delta,sr_wm_ref,241123.56117718393,NREM,first2h-recovery-match,Eugene
theta,mpta_wm_ref,56747.652833510736,NREM,first2h-recovery-match,Eugene
theta,sr_wm_ref,288975.51746280876,NREM,first2h-recovery-match,Eugene
fast_gamma,mpta_wm_ref,1421.7792203340896,NREM,first2h-recovery-match,Eugene
fast_gamma,sr_wm_ref,11424.37067322973,NREM,first2h-recovery-match,Eugene
low_delta,mpta_wm_ref,13844.754757672428,wake,first2h-recovery-match,Eugene
low_delta,sr_wm_ref,52535.70350219829,wake,first2h-recovery-match,Eugene
delta,mpta_wm_ref,23080.285400097706,wake,first2h-recovery-match,Eugene
delta,sr_wm_ref,159661.77459703796,wake,first2h-recovery-match,Eugene
theta,mpta_wm_ref,10812.692068156286,wake,first2h-recovery-match,Eugene
theta,sr_wm_ref,203935.2191888802,wake,first2h-recovery-match,Eugene
fast_gamma,mpta_wm_ref,1454.387457950932,wake,first2h-recovery-match,Eugene
fast_gamma,sr_wm_ref,7053.06303370013,wake,first2h-recovery-match,Eugene
low_delta,mpta_wm_ref,37308.12639898421,all-SPW-states,first2h-recovery-match,Eugene
low_delta,sr_wm_ref,73234.54051339031,all-SPW-states,first2h-recovery-match,Eugene
delta,mpta_wm_ref,91861.44328798284,all-SPW-states,first2h-recovery-match,Eugene
delta,sr_wm_ref,235252.90284517704,all-SPW-states,first2h-recovery-match,Eugene
theta,mpta_wm_ref,39156.7209209234,all-SPW-states,first2h-recovery-match,Eugene
theta,sr_wm_ref,240892.31573398595,all-SPW-states,first2h-recovery-match,Eugene
fast_gamma,mpta_wm_ref,1319.7237464923123,all-SPW-states,first2h-recovery-match,Eugene
fast_gamma,sr_wm_ref,8881.317166758228,all-SPW-states,first2h-recovery-match,Eugene
low_delta,mpta_wm_ref,,NREM,deprivation,Eugene
low_delta,sr_wm_ref,,NREM,deprivation,Eugene
delta,mpta_wm_ref,,NREM,deprivation,Eugene
delta,sr_wm_ref,,NREM,deprivation,Eugene
theta,mpta_wm_ref,,NREM,deprivation,Eugene
theta,sr_wm_ref,,NREM,deprivation,Eugene
fast_gamma,mpta_wm_ref,,NREM,deprivation,Eugene
fast_gamma,sr_wm_ref,,NREM,deprivation,Eugene
low_delta,mpta_wm_ref,6549.687844317022,wake,deprivation,Eugene
low_delta,sr_wm_ref,51172.33705564611,wake,deprivation,Eugene
delta,mpta_wm_ref,17365.596212983524,wake,deprivation,Eugene
delta,sr_wm_ref,159399.2708193111,wake,deprivation,Eugene
theta,mpta_wm_ref,11291.222777003246,wake,deprivation,Eugene
theta,sr_wm_ref,209982.6290512137,wake,deprivation,Eugene
fast_gamma,mpta_wm_ref,2079.8572492873795,wake,deprivation,Eugene
fast_gamma,sr_wm_ref,10489.325426310832,wake,deprivation,Eugene
low_delta,mpta_wm_ref,6549.687844317022,all-SPW-states,deprivation,Eugene
low_delta,sr_wm_ref,51172.33705564611,all-SPW-states,deprivation,Eugene
delta,mpta_wm_ref,17365.596212983524,all-SPW-states,deprivation,Eugene
delta,sr_wm_ref,159399.2708193111,all-SPW-states,deprivation,Eugene
theta,mpta_wm_ref,11291.222777003246,all-SPW-states,deprivation,Eugene
theta,sr_wm_ref,209982.6290512137,all-SPW-states,deprivation,Eugene
fast_gamma,mpta_wm_ref,2079.8572492873795,all-SPW-states,deprivation,Eugene
fast_gamma,sr_wm_ref,10489.325426310832,all-SPW-states,deprivation,Eugene
low_delta,mpta_wm_ref,,NREM,early-deprivation,Eugene
low_delta,sr_wm_ref,,NREM,early-deprivation,Eugene
delta,mpta_wm_ref,,NREM,early-deprivation,Eugene
delta,sr_wm_ref,,NREM,early-deprivation,Eugene
theta,mpta_wm_ref,,NREM,early-deprivation,Eugene
theta,sr_wm_ref,,NREM,early-deprivation,Eugene
fast_gamma,mpta_wm_ref,,NREM,early-deprivation,Eugene
fast_gamma,sr_wm_ref,,NREM,early-deprivation,Eugene
low_delta,mpta_wm_ref,4993.614438209544,wake,early-deprivation,Eugene
low_delta,sr_wm_ref,35529.1789794004,wake,early-deprivation,Eugene
delta,mpta_wm_ref,10679.591718235022,wake,early-deprivation,Eugene
delta,sr_wm_ref,110149.1284319962,wake,early-deprivation,Eugene
theta,mpta_wm_ref,8567.330435331274,wake,early-deprivation,Eugene
theta,sr_wm_ref,190446.95968487315,wake,early-deprivation,Eugene
fast_gamma,mpta_wm_ref,1965.549675320807,wake,early-deprivation,Eugene
fast_gamma,sr_wm_ref,10351.042813334881,wake,early-deprivation,Eugene
low_delta,mpta_wm_ref,4993.614438209544,all-SPW-states,early-deprivation,Eugene
low_delta,sr_wm_ref,35529.1789794004,all-SPW-states,early-deprivation,Eugene
delta,mpta_wm_ref,10679.591718235022,all-SPW-states,early-deprivation,Eugene
delta,sr_wm_ref,110149.1284319962,all-SPW-states,early-deprivation,Eugene
theta,mpta_wm_ref,8567.330435331274,all-SPW-states,early-deprivation,Eugene
theta,sr_wm_ref,190446.95968487315,all-SPW-states,early-deprivation,Eugene
fast_gamma,mpta_wm_ref,1965.549675320807,all-SPW-states,early-deprivation,Eugene
fast_gamma,sr_wm_ref,10351.042813334881,all-SPW-states,early-deprivation,Eugene
low_delta,mpta_wm_ref,,NREM,late-deprivation,Eugene
low_delta,sr_wm_ref,,NREM,late-deprivation,Eugene
delta,mpta_wm_ref,,NREM,late-deprivation,Eugene
delta,sr_wm_ref,,NREM,late-deprivation,Eugene
theta,mpta_wm_ref,,NREM,late-deprivation,Eugene
theta,sr_wm_ref,,NREM,late-deprivation,Eugene
fast_gamma,mpta_wm_ref,,NREM,late-deprivation,Eugene
fast_gamma,sr_wm_ref,,NREM,late-deprivation,Eugene
low_delta,mpta_wm_ref,5854.871510473963,wake,late-deprivation,Eugene
low_delta,sr_wm_ref,63174.89256512114,wake,late-deprivation,Eugene
delta,mpta_wm_ref,17724.61299323913,wake,late-deprivation,Eugene
delta,sr_wm_ref,189572.9813846273,wake,late-deprivation,Eugene
theta,mpta_wm_ref,11871.964268291838,wake,late-deprivation,Eugene
theta,sr_wm_ref,240394.3523310496,wake,late-deprivation,Eugene
fast_gamma,mpta_wm_ref,2122.591830995879,wake,late-deprivation,Eugene
fast_gamma,sr_wm_ref,10858.559646019636,wake,late-deprivation,Eugene
low_delta,mpta_wm_ref,5854.871510473963,all-SPW-states,late-deprivation,Eugene
low_delta,sr_wm_ref,63174.89256512114,all-SPW-states,late-deprivation,Eugene
delta,mpta_wm_ref,17724.61299323913,all-SPW-states,late-deprivation,Eugene
delta,sr_wm_ref,189572.9813846273,all-SPW-states,late-deprivation,Eugene
theta,mpta_wm_ref,11871.964268291838,all-SPW-states,late-deprivation,Eugene
theta,sr_wm_ref,240394.3523310496,all-SPW-states,late-deprivation,Eugene
fast_gamma,mpta_wm_ref,2122.591830995879,all-SPW-states,late-deprivation,Eugene
fast_gamma,sr_wm_ref,10858.559646019636,all-SPW-states,late-deprivation,Eugene
low_delta,mpta_wm_ref,94942.08196385884,NREM,recovery,Allan
low_delta,sr_wm_ref,87117.57767539019,NREM,recovery,Allan
delta,mpta_wm_ref,704340.4060448399,NREM,recovery,Allan
delta,sr_wm_ref,347788.7367688261,NREM,recovery,Allan
theta,mpta_wm_ref,118992.71767454984,NREM,recovery,Allan
theta,sr_wm_ref,179522.00580951743,NREM,recovery,Allan
fast_gamma,mpta_wm_ref,1265.8172501977674,NREM,recovery,Allan
fast_gamma,sr_wm_ref,9460.70846604013,NREM,recovery,Allan
low_delta,mpta_wm_ref,14284.636667926274,wake,recovery,Allan
low_delta,sr_wm_ref,44524.59830363405,wake,recovery,Allan
